Naziv_proteina,molska_frakcija_A_uredjen,molska_frakcija_A_neuredjen,frakcijska_razlika_A,molska_frakcija_C_uredjen,molska_frakcija_C_neuredjen,frakcijska_razlika_C,molska_frakcija_D_uredjen,molska_frakcija_D_neuredjen,frakcijska_razlika_D,molska_frakcija_E_uredjen,molska_frakcija_E_neuredjen,frakcijska_razlika_E,molska_frakcija_F_uredjen,molska_frakcija_F_neuredjen,frakcijska_razlika_F,molska_frakcija_G_uredjen,molska_frakcija_G_neuredjen,frakcijska_razlika_G,molska_frakcija_H_uredjen,molska_frakcija_H_neuredjen,frakcijska_razlika_H,molska_frakcija_I_uredjen,molska_frakcija_I_neuredjen,frakcijska_razlika_I,molska_frakcija_K_uredjen,molska_frakcija_K_neuredjen,frakcijska_razlika_K,molska_frakcija_L_uredjen,molska_frakcija_L_neuredjen,frakcijska_razlika_L,molska_frakcija_M_uredjen,molska_frakcija_M_neuredjen,frakcijska_razlika_M,molska_frakcija_N_uredjen,molska_frakcija_N_neuredjen,frakcijska_razlika_N,molska_frakcija_P_uredjen,molska_frakcija_P_neuredjen,frakcijska_razlika_P,molska_frakcija_Q_uredjen,molska_frakcija_Q_neuredjen,frakcijska_razlika_Q,molska_frakcija_R_uredjen,molska_frakcija_R_neuredjen,frakcijska_razlika_R,molska_frakcija_S_uredjen,molska_frakcija_S_neuredjen,frakcijska_razlika_S,molska_frakcija_T_uredjen,molska_frakcija_T_neuredjen,frakcijska_razlika_T,molska_frakcija_V_uredjen,molska_frakcija_V_neuredjen,frakcijska_razlika_V,molska_frakcija_W_uredjen,molska_frakcija_W_neuredjen,frakcijska_razlika_W,molska_frakcija_Y_uredjen,molska_frakcija_Y_neuredjen,frakcijska_razlika_Y
AIG96307.1 |nucleoprotein,0.0816,0.0548,0.4877,0.0093,0.0,0.0,0.035,0.1452,-0.7591,0.0629,0.1,-0.3706,0.0513,0.0129,2.9744,0.0629,0.0484,0.3007,0.0443,0.0323,0.373,0.0443,0.0258,0.7162,0.0606,0.0323,0.8788,0.1166,0.0548,1.1253,0.035,0.0161,1.1678,0.042,0.0452,-0.0709,0.028,0.0968,-0.711,0.0723,0.071,0.0182,0.0466,0.0452,0.0323,0.0536,0.0774,-0.3075,0.0396,0.0806,-0.5086,0.0816,0.0258,2.1614,0.007,0.0032,1.1678,0.0256,0.0323,-0.2051
AIG96313.1 |VP30 minor nucleoprotein,0.0608,0.0935,-0.3497,0.0387,0.0093,3.1381,0.0497,0.0654,-0.2399,0.0718,0.0748,-0.0394,0.0331,0.0187,0.7735,0.0442,0.0467,-0.0541,0.0221,0.0467,-0.5271,0.0497,0.0093,4.3204,0.0663,0.028,1.3646,0.1657,0.0187,7.8674,0.011,0.0093,0.1823,0.011,0.0374,-0.7044,0.0276,0.0935,-0.7044,0.0773,0.0374,1.0691,0.0608,0.1308,-0.5355,0.0773,0.1215,-0.3634,0.0663,0.0654,0.0134,0.0442,0.0561,-0.2118,0.0166,0.0093,0.7735,0.0055,0.028,-0.8029
AIG96316.1 |nucleoprotein,0.0816,0.0548,0.4877,0.0093,0.0,0.0,0.035,0.1452,-0.7591,0.0629,0.1,-0.3706,0.0513,0.0129,2.9744,0.0629,0.0484,0.3007,0.0443,0.0323,0.373,0.0443,0.0258,0.7162,0.0606,0.0323,0.8788,0.1166,0.0548,1.1253,0.035,0.0161,1.1678,0.042,0.0452,-0.0709,0.028,0.0968,-0.711,0.0723,0.071,0.0182,0.0466,0.0452,0.0323,0.0536,0.0774,-0.3075,0.0396,0.0806,-0.5086,0.0816,0.0258,2.1614,0.007,0.0032,1.1678,0.0256,0.0323,-0.2051
AIG96322.1 |VP30 minor nucleoprotein,0.0608,0.0935,-0.3497,0.0387,0.0093,3.1381,0.0497,0.0654,-0.2399,0.0718,0.0748,-0.0394,0.0331,0.0187,0.7735,0.0442,0.0467,-0.0541,0.0221,0.0467,-0.5271,0.0497,0.0093,4.3204,0.0663,0.028,1.3646,0.1657,0.0187,7.8674,0.011,0.0093,0.1823,0.011,0.0374,-0.7044,0.0276,0.0935,-0.7044,0.0773,0.0374,1.0691,0.0608,0.1308,-0.5355,0.0773,0.1215,-0.3634,0.0663,0.0654,0.0134,0.0442,0.0561,-0.2118,0.0166,0.0093,0.7735,0.0055,0.028,-0.8029
AIG96325.1 |nucleoprotein,0.0816,0.0548,0.4877,0.0093,0.0,0.0,0.035,0.1452,-0.7591,0.0629,0.1,-0.3706,0.0513,0.0129,2.9744,0.0629,0.0484,0.3007,0.0443,0.0323,0.373,0.0443,0.0258,0.7162,0.0606,0.0323,0.8788,0.1166,0.0548,1.1253,0.035,0.0161,1.1678,0.042,0.0452,-0.0709,0.028,0.0968,-0.711,0.0723,0.071,0.0182,0.0466,0.0452,0.0323,0.0536,0.0774,-0.3075,0.0396,0.0806,-0.5086,0.0816,0.0258,2.1614,0.007,0.0032,1.1678,0.0256,0.0323,-0.2051
AIG96331.1 |VP30 minor nucleoprotein,0.0608,0.0935,-0.3497,0.0387,0.0093,3.1381,0.0497,0.0654,-0.2399,0.0718,0.0748,-0.0394,0.0331,0.0187,0.7735,0.0442,0.0467,-0.0541,0.0221,0.0467,-0.5271,0.0497,0.0093,4.3204,0.0663,0.028,1.3646,0.1657,0.0187,7.8674,0.011,0.0093,0.1823,0.011,0.0374,-0.7044,0.0276,0.0935,-0.7044,0.0773,0.0374,1.0691,0.0608,0.1308,-0.5355,0.0773,0.1215,-0.3634,0.0663,0.0654,0.0134,0.0442,0.0561,-0.2118,0.0166,0.0093,0.7735,0.0055,0.028,-0.8029
AIG96334.1 |nucleoprotein,0.0816,0.0548,0.4877,0.0093,0.0,0.0,0.035,0.1452,-0.7591,0.0629,0.1,-0.3706,0.0513,0.0129,2.9744,0.0629,0.0484,0.3007,0.0443,0.0323,0.373,0.0443,0.0258,0.7162,0.0606,0.0323,0.8788,0.1166,0.0548,1.1253,0.035,0.0161,1.1678,0.042,0.0452,-0.0709,0.028,0.0968,-0.711,0.0723,0.071,0.0182,0.0466,0.0452,0.0323,0.0536,0.0774,-0.3075,0.0396,0.0806,-0.5086,0.0816,0.0258,2.1614,0.007,0.0032,1.1678,0.0256,0.0323,-0.2051
AIG96340.1 |VP30 minor nucleoprotein,0.0608,0.0935,-0.3497,0.0387,0.0093,3.1381,0.0497,0.0654,-0.2399,0.0718,0.0748,-0.0394,0.0331,0.0187,0.7735,0.0442,0.0467,-0.0541,0.0221,0.0467,-0.5271,0.0497,0.0093,4.3204,0.0663,0.028,1.3646,0.1657,0.0187,7.8674,0.011,0.0093,0.1823,0.011,0.0374,-0.7044,0.0276,0.0935,-0.7044,0.0773,0.0374,1.0691,0.0608,0.1308,-0.5355,0.0773,0.1215,-0.3634,0.0663,0.0654,0.0134,0.0442,0.0561,-0.2118,0.0166,0.0093,0.7735,0.0055,0.028,-0.8029
AIG96343.1 |nucleoprotein,0.0816,0.0548,0.4877,0.0093,0.0,0.0,0.035,0.1452,-0.7591,0.0629,0.1,-0.3706,0.0513,0.0129,2.9744,0.0629,0.0484,0.3007,0.0443,0.0323,0.373,0.0443,0.0258,0.7162,0.0606,0.0323,0.8788,0.1166,0.0548,1.1253,0.035,0.0161,1.1678,0.042,0.0452,-0.0709,0.028,0.0968,-0.711,0.0723,0.071,0.0182,0.0466,0.0452,0.0323,0.0536,0.0774,-0.3075,0.0396,0.0806,-0.5086,0.0816,0.0258,2.1614,0.007,0.0032,1.1678,0.0256,0.0323,-0.2051
AIG96349.1 |VP30 minor nucleoprotein,0.0608,0.0935,-0.3497,0.0387,0.0093,3.1381,0.0497,0.0654,-0.2399,0.0718,0.0748,-0.0394,0.0331,0.0187,0.7735,0.0442,0.0467,-0.0541,0.0221,0.0467,-0.5271,0.0497,0.0093,4.3204,0.0663,0.028,1.3646,0.1657,0.0187,7.8674,0.011,0.0093,0.1823,0.011,0.0374,-0.7044,0.0276,0.0935,-0.7044,0.0773,0.0374,1.0691,0.0608,0.1308,-0.5355,0.0773,0.1215,-0.3634,0.0663,0.0654,0.0134,0.0442,0.0561,-0.2118,0.0166,0.0093,0.7735,0.0055,0.028,-0.8029
AIG96352.1 |nucleoprotein,0.0816,0.0548,0.4877,0.0093,0.0,0.0,0.035,0.1452,-0.7591,0.0629,0.1,-0.3706,0.0513,0.0129,2.9744,0.0629,0.0484,0.3007,0.0443,0.0323,0.373,0.0443,0.0258,0.7162,0.0606,0.0323,0.8788,0.1166,0.0548,1.1253,0.035,0.0161,1.1678,0.042,0.0452,-0.0709,0.028,0.0968,-0.711,0.0723,0.0677,0.0667,0.0466,0.0484,-0.0365,0.0536,0.0774,-0.3075,0.0396,0.0806,-0.5086,0.0816,0.0258,2.1614,0.007,0.0032,1.1678,0.0256,0.0323,-0.2051
AIG96358.1 |VP30 minor nucleoprotein,0.0608,0.0935,-0.3497,0.0387,0.0093,3.1381,0.0497,0.0654,-0.2399,0.0718,0.0748,-0.0394,0.0331,0.0187,0.7735,0.0442,0.0467,-0.0541,0.0221,0.0467,-0.5271,0.0497,0.0093,4.3204,0.0663,0.028,1.3646,0.1657,0.0187,7.8674,0.011,0.0093,0.1823,0.011,0.0374,-0.7044,0.0276,0.0935,-0.7044,0.0773,0.0374,1.0691,0.0608,0.1308,-0.5355,0.0773,0.1215,-0.3634,0.0663,0.0654,0.0134,0.0442,0.0561,-0.2118,0.0166,0.0093,0.7735,0.0055,0.028,-0.8029
AIG96361.1 |nucleoprotein,0.0816,0.0548,0.4877,0.0093,0.0,0.0,0.035,0.1452,-0.7591,0.0629,0.1,-0.3706,0.0513,0.0129,2.9744,0.0629,0.0484,0.3007,0.0443,0.0323,0.373,0.0443,0.0258,0.7162,0.0606,0.0323,0.8788,0.1166,0.0548,1.1253,0.035,0.0161,1.1678,0.042,0.0452,-0.0709,0.028,0.0968,-0.711,0.0723,0.0677,0.0667,0.0466,0.0484,-0.0365,0.0536,0.0774,-0.3075,0.0396,0.0806,-0.5086,0.0816,0.0258,2.1614,0.007,0.0032,1.1678,0.0256,0.0323,-0.2051
AIG96367.1 |VP30 minor nucleoprotein,0.0608,0.0935,-0.3497,0.0387,0.0093,3.1381,0.0497,0.0654,-0.2399,0.0718,0.0748,-0.0394,0.0331,0.0187,0.7735,0.0442,0.0467,-0.0541,0.0221,0.0467,-0.5271,0.0497,0.0093,4.3204,0.0663,0.028,1.3646,0.1657,0.0187,7.8674,0.011,0.0093,0.1823,0.011,0.0374,-0.7044,0.0276,0.0935,-0.7044,0.0773,0.0374,1.0691,0.0608,0.1308,-0.5355,0.0773,0.1215,-0.3634,0.0663,0.0654,0.0134,0.0442,0.0561,-0.2118,0.0166,0.0093,0.7735,0.0055,0.028,-0.8029
AIG96370.1 |nucleoprotein,0.0816,0.0548,0.4877,0.0093,0.0,0.0,0.035,0.1452,-0.7591,0.0629,0.1,-0.3706,0.0513,0.0129,2.9744,0.0629,0.0484,0.3007,0.0443,0.0323,0.373,0.0443,0.0258,0.7162,0.0606,0.0323,0.8788,0.1166,0.0548,1.1253,0.035,0.0161,1.1678,0.042,0.0452,-0.0709,0.028,0.0968,-0.711,0.0723,0.071,0.0182,0.0466,0.0452,0.0323,0.0536,0.0774,-0.3075,0.0396,0.0806,-0.5086,0.0816,0.0258,2.1614,0.007,0.0032,1.1678,0.0256,0.0323,-0.2051
AIG96376.1 |VP30 minor nucleoprotein,0.0608,0.0935,-0.3497,0.0387,0.0093,3.1381,0.0497,0.0654,-0.2399,0.0718,0.0748,-0.0394,0.0331,0.0187,0.7735,0.0442,0.0467,-0.0541,0.0221,0.0467,-0.5271,0.0497,0.0093,4.3204,0.0663,0.028,1.3646,0.1657,0.0187,7.8674,0.011,0.0093,0.1823,0.011,0.0374,-0.7044,0.0276,0.0935,-0.7044,0.0773,0.0374,1.0691,0.0608,0.1308,-0.5355,0.0773,0.1215,-0.3634,0.0663,0.0654,0.0134,0.0442,0.0561,-0.2118,0.0166,0.0093,0.7735,0.0055,0.028,-0.8029
AIG96379.1 |nucleoprotein,0.0816,0.0548,0.4877,0.0093,0.0,0.0,0.035,0.1452,-0.7591,0.0629,0.1,-0.3706,0.0513,0.0129,2.9744,0.0629,0.0484,0.3007,0.0443,0.0323,0.373,0.0443,0.0258,0.7162,0.0606,0.0323,0.8788,0.1166,0.0548,1.1253,0.035,0.0161,1.1678,0.042,0.0452,-0.0709,0.028,0.0968,-0.711,0.0723,0.071,0.0182,0.0466,0.0452,0.0323,0.0536,0.0774,-0.3075,0.0396,0.0806,-0.5086,0.0816,0.0258,2.1614,0.007,0.0032,1.1678,0.0256,0.0323,-0.2051
AIG96385.1 |VP30 minor nucleoprotein,0.0608,0.0935,-0.3497,0.0387,0.0093,3.1381,0.0497,0.0654,-0.2399,0.0718,0.0748,-0.0394,0.0331,0.0187,0.7735,0.0442,0.0467,-0.0541,0.0221,0.0467,-0.5271,0.0497,0.0093,4.3204,0.0663,0.028,1.3646,0.1657,0.0187,7.8674,0.011,0.0093,0.1823,0.011,0.0374,-0.7044,0.0276,0.0935,-0.7044,0.0773,0.0374,1.0691,0.0608,0.1308,-0.5355,0.0773,0.1215,-0.3634,0.0663,0.0654,0.0134,0.0442,0.0561,-0.2118,0.0166,0.0093,0.7735,0.0055,0.028,-0.8029
AIG96388.1 |nucleoprotein,0.0816,0.0548,0.4877,0.0093,0.0,0.0,0.035,0.1452,-0.7591,0.0629,0.1,-0.3706,0.0513,0.0129,2.9744,0.0629,0.0484,0.3007,0.0443,0.0323,0.373,0.0443,0.0258,0.7162,0.0606,0.0323,0.8788,0.1166,0.0548,1.1253,0.035,0.0161,1.1678,0.042,0.0452,-0.0709,0.028,0.0968,-0.711,0.0723,0.071,0.0182,0.0466,0.0452,0.0323,0.0536,0.0774,-0.3075,0.0396,0.0806,-0.5086,0.0816,0.0258,2.1614,0.007,0.0032,1.1678,0.0256,0.0323,-0.2051
AIG96394.1 |VP30 minor nucleoprotein,0.0608,0.0935,-0.3497,0.0387,0.0093,3.1381,0.0497,0.0654,-0.2399,0.0718,0.0748,-0.0394,0.0331,0.0187,0.7735,0.0442,0.0467,-0.0541,0.0221,0.0467,-0.5271,0.0497,0.0093,4.3204,0.0663,0.028,1.3646,0.1657,0.0187,7.8674,0.011,0.0093,0.1823,0.011,0.0374,-0.7044,0.0276,0.0935,-0.7044,0.0773,0.0374,1.0691,0.0608,0.1308,-0.5355,0.0773,0.1215,-0.3634,0.0663,0.0654,0.0134,0.0442,0.0561,-0.2118,0.0166,0.0093,0.7735,0.0055,0.028,-0.8029
AIG96397.1 |nucleoprotein,0.0816,0.0548,0.4877,0.0093,0.0,0.0,0.035,0.1452,-0.7591,0.0629,0.1,-0.3706,0.0513,0.0129,2.9744,0.0629,0.0484,0.3007,0.0443,0.0323,0.373,0.0443,0.0258,0.7162,0.0606,0.0323,0.8788,0.1166,0.0548,1.1253,0.035,0.0161,1.1678,0.042,0.0452,-0.0709,0.028,0.0968,-0.711,0.0723,0.071,0.0182,0.0466,0.0452,0.0323,0.0536,0.0774,-0.3075,0.0396,0.0806,-0.5086,0.0816,0.0258,2.1614,0.007,0.0032,1.1678,0.0256,0.0323,-0.2051
AIG96403.1 |VP30 minor nucleoprotein,0.0608,0.0935,-0.3497,0.0387,0.0093,3.1381,0.0497,0.0654,-0.2399,0.0718,0.0748,-0.0394,0.0331,0.0187,0.7735,0.0442,0.0467,-0.0541,0.0221,0.0467,-0.5271,0.0497,0.0093,4.3204,0.0663,0.028,1.3646,0.1657,0.0187,7.8674,0.011,0.0093,0.1823,0.011,0.0374,-0.7044,0.0276,0.0935,-0.7044,0.0773,0.0374,1.0691,0.0608,0.1308,-0.5355,0.0773,0.1215,-0.3634,0.0663,0.0654,0.0134,0.0442,0.0561,-0.2118,0.0166,0.0093,0.7735,0.0055,0.028,-0.8029
AIG96406.1 |nucleoprotein,0.0816,0.0548,0.4877,0.0093,0.0,0.0,0.035,0.1452,-0.7591,0.0629,0.1,-0.3706,0.0513,0.0129,2.9744,0.0629,0.0484,0.3007,0.0443,0.0323,0.373,0.0443,0.0258,0.7162,0.0606,0.0323,0.8788,0.1166,0.0548,1.1253,0.035,0.0161,1.1678,0.042,0.0452,-0.0709,0.028,0.0968,-0.711,0.0723,0.071,0.0182,0.0466,0.0452,0.0323,0.0536,0.0774,-0.3075,0.0396,0.0806,-0.5086,0.0816,0.0258,2.1614,0.007,0.0032,1.1678,0.0256,0.0323,-0.2051
AIG96412.1 |VP30 minor nucleoprotein,0.0608,0.0935,-0.3497,0.0387,0.0093,3.1381,0.0497,0.0654,-0.2399,0.0718,0.0748,-0.0394,0.0331,0.0187,0.7735,0.0442,0.0467,-0.0541,0.0221,0.0467,-0.5271,0.0497,0.0093,4.3204,0.0663,0.028,1.3646,0.1657,0.0187,7.8674,0.011,0.0093,0.1823,0.011,0.0374,-0.7044,0.0276,0.0935,-0.7044,0.0773,0.0374,1.0691,0.0608,0.1308,-0.5355,0.0773,0.1215,-0.3634,0.0663,0.0654,0.0134,0.0442,0.0561,-0.2118,0.0166,0.0093,0.7735,0.0055,0.028,-0.8029
AIG96415.1 |nucleoprotein,0.0816,0.0548,0.4877,0.0093,0.0,0.0,0.035,0.1452,-0.7591,0.0629,0.1,-0.3706,0.0513,0.0129,2.9744,0.0629,0.0484,0.3007,0.0443,0.0323,0.373,0.0443,0.0258,0.7162,0.0606,0.0323,0.8788,0.1166,0.0548,1.1253,0.035,0.0161,1.1678,0.042,0.0452,-0.0709,0.028,0.0968,-0.711,0.0723,0.071,0.0182,0.0466,0.0452,0.0323,0.0536,0.0774,-0.3075,0.0396,0.0806,-0.5086,0.0816,0.0258,2.1614,0.007,0.0032,1.1678,0.0256,0.0323,-0.2051
AIG96421.1 |VP30 minor nucleoprotein,0.0608,0.0935,-0.3497,0.0387,0.0093,3.1381,0.0497,0.0654,-0.2399,0.0718,0.0748,-0.0394,0.0331,0.0187,0.7735,0.0442,0.0467,-0.0541,0.0221,0.0467,-0.5271,0.0497,0.0093,4.3204,0.0663,0.028,1.3646,0.1657,0.0187,7.8674,0.011,0.0093,0.1823,0.011,0.0374,-0.7044,0.0276,0.0935,-0.7044,0.0773,0.0374,1.0691,0.0608,0.1308,-0.5355,0.0773,0.1215,-0.3634,0.0663,0.0654,0.0134,0.0442,0.0561,-0.2118,0.0166,0.0093,0.7735,0.0055,0.028,-0.8029
AIG96424.1 |nucleoprotein,0.0816,0.0548,0.4877,0.0093,0.0,0.0,0.035,0.1452,-0.7591,0.0629,0.1,-0.3706,0.0513,0.0129,2.9744,0.0629,0.0484,0.3007,0.0443,0.0323,0.373,0.0443,0.0258,0.7162,0.0606,0.0323,0.8788,0.1166,0.0548,1.1253,0.035,0.0161,1.1678,0.042,0.0452,-0.0709,0.028,0.0968,-0.711,0.0723,0.071,0.0182,0.0466,0.0452,0.0323,0.0536,0.0774,-0.3075,0.0396,0.0806,-0.5086,0.0816,0.0258,2.1614,0.007,0.0032,1.1678,0.0256,0.0323,-0.2051
AIG96430.1 |VP30 minor nucleoprotein,0.0608,0.0935,-0.3497,0.0387,0.0093,3.1381,0.0497,0.0654,-0.2399,0.0718,0.0748,-0.0394,0.0331,0.0187,0.7735,0.0442,0.0467,-0.0541,0.0221,0.0467,-0.5271,0.0497,0.0093,4.3204,0.0663,0.028,1.3646,0.1657,0.0187,7.8674,0.011,0.0093,0.1823,0.011,0.0374,-0.7044,0.0276,0.0935,-0.7044,0.0773,0.0374,1.0691,0.0608,0.1308,-0.5355,0.0773,0.1215,-0.3634,0.0663,0.0654,0.0134,0.0442,0.0561,-0.2118,0.0166,0.0093,0.7735,0.0055,0.028,-0.8029
AIG96433.1 |nucleoprotein,0.0816,0.0548,0.4877,0.0093,0.0,0.0,0.035,0.1452,-0.7591,0.0629,0.1,-0.3706,0.0513,0.0129,2.9744,0.0629,0.0484,0.3007,0.0443,0.0323,0.373,0.0443,0.0258,0.7162,0.0606,0.0323,0.8788,0.1166,0.0548,1.1253,0.035,0.0161,1.1678,0.042,0.0452,-0.0709,0.028,0.0968,-0.711,0.0723,0.071,0.0182,0.0466,0.0452,0.0323,0.0536,0.0774,-0.3075,0.0396,0.0806,-0.5086,0.0816,0.0258,2.1614,0.007,0.0032,1.1678,0.0256,0.0323,-0.2051
AIG96439.1 |VP30 minor nucleoprotein,0.0608,0.0935,-0.3497,0.0387,0.0093,3.1381,0.0497,0.0654,-0.2399,0.0718,0.0748,-0.0394,0.0331,0.0187,0.7735,0.0442,0.0467,-0.0541,0.0221,0.0467,-0.5271,0.0497,0.0093,4.3204,0.0663,0.028,1.3646,0.1657,0.0187,7.8674,0.011,0.0093,0.1823,0.011,0.0374,-0.7044,0.0276,0.0935,-0.7044,0.0773,0.0374,1.0691,0.0608,0.1308,-0.5355,0.0773,0.1215,-0.3634,0.0663,0.0654,0.0134,0.0442,0.0561,-0.2118,0.0166,0.0093,0.7735,0.0055,0.028,-0.8029
AIG96442.1 |nucleoprotein,0.0816,0.0548,0.4877,0.0093,0.0,0.0,0.035,0.1452,-0.7591,0.0629,0.1,-0.3706,0.0513,0.0129,2.9744,0.0629,0.0484,0.3007,0.0443,0.0323,0.373,0.0443,0.0258,0.7162,0.0606,0.0323,0.8788,0.1166,0.0548,1.1253,0.035,0.0161,1.1678,0.042,0.0452,-0.0709,0.028,0.0968,-0.711,0.0723,0.071,0.0182,0.0466,0.0452,0.0323,0.0536,0.0774,-0.3075,0.0396,0.0806,-0.5086,0.0816,0.0258,2.1614,0.007,0.0032,1.1678,0.0256,0.0323,-0.2051
AIG96448.1 |VP30 minor nucleoprotein,0.0608,0.0935,-0.3497,0.0387,0.0093,3.1381,0.0497,0.0654,-0.2399,0.0718,0.0748,-0.0394,0.0331,0.0187,0.7735,0.0442,0.0467,-0.0541,0.0221,0.0467,-0.5271,0.0497,0.0093,4.3204,0.0663,0.028,1.3646,0.1657,0.0187,7.8674,0.011,0.0093,0.1823,0.011,0.0374,-0.7044,0.0276,0.0935,-0.7044,0.0773,0.0374,1.0691,0.0608,0.1308,-0.5355,0.0773,0.1215,-0.3634,0.0663,0.0654,0.0134,0.0442,0.0561,-0.2118,0.0166,0.0093,0.7735,0.0055,0.028,-0.8029
AIG96451.1 |nucleoprotein,0.0816,0.0548,0.4877,0.0093,0.0,0.0,0.035,0.1452,-0.7591,0.0629,0.1,-0.3706,0.0513,0.0129,2.9744,0.0629,0.0484,0.3007,0.0443,0.0323,0.373,0.0443,0.0258,0.7162,0.0606,0.0323,0.8788,0.1166,0.0548,1.1253,0.035,0.0161,1.1678,0.042,0.0452,-0.0709,0.028,0.0968,-0.711,0.0723,0.071,0.0182,0.0466,0.0452,0.0323,0.0536,0.0774,-0.3075,0.0396,0.0806,-0.5086,0.0816,0.0258,2.1614,0.007,0.0032,1.1678,0.0256,0.0323,-0.2051
AIG96457.1 |VP30 minor nucleoprotein,0.0608,0.0935,-0.3497,0.0387,0.0093,3.1381,0.0497,0.0654,-0.2399,0.0718,0.0748,-0.0394,0.0331,0.0187,0.7735,0.0442,0.0467,-0.0541,0.0221,0.0467,-0.5271,0.0497,0.0093,4.3204,0.0663,0.028,1.3646,0.1657,0.0187,7.8674,0.011,0.0093,0.1823,0.011,0.0374,-0.7044,0.0276,0.0935,-0.7044,0.0773,0.0374,1.0691,0.0608,0.1308,-0.5355,0.0773,0.1215,-0.3634,0.0663,0.0654,0.0134,0.0442,0.0561,-0.2118,0.0166,0.0093,0.7735,0.0055,0.028,-0.8029
AIG96460.1 |nucleoprotein,0.0816,0.0548,0.4877,0.0093,0.0,0.0,0.035,0.1452,-0.7591,0.0629,0.1,-0.3706,0.0513,0.0129,2.9744,0.0629,0.0484,0.3007,0.0443,0.0323,0.373,0.0443,0.0258,0.7162,0.0606,0.0323,0.8788,0.1166,0.0548,1.1253,0.035,0.0161,1.1678,0.042,0.0452,-0.0709,0.028,0.0968,-0.711,0.0723,0.071,0.0182,0.0466,0.0452,0.0323,0.0536,0.0774,-0.3075,0.0396,0.0806,-0.5086,0.0816,0.0258,2.1614,0.007,0.0032,1.1678,0.0256,0.0323,-0.2051
AIG96466.1 |VP30 minor nucleoprotein,0.0608,0.0935,-0.3497,0.0387,0.0093,3.1381,0.0497,0.0654,-0.2399,0.0718,0.0748,-0.0394,0.0331,0.0187,0.7735,0.0442,0.0467,-0.0541,0.0221,0.0467,-0.5271,0.0497,0.0093,4.3204,0.0663,0.028,1.3646,0.1657,0.0187,7.8674,0.011,0.0093,0.1823,0.011,0.0374,-0.7044,0.0276,0.0935,-0.7044,0.0773,0.0374,1.0691,0.0608,0.1308,-0.5355,0.0773,0.1215,-0.3634,0.0663,0.0654,0.0134,0.0442,0.0561,-0.2118,0.0166,0.0093,0.7735,0.0055,0.028,-0.8029
AIG96469.1 |nucleoprotein,0.0816,0.0548,0.4877,0.0093,0.0,0.0,0.035,0.1452,-0.7591,0.0629,0.1,-0.3706,0.0513,0.0129,2.9744,0.0629,0.0484,0.3007,0.0443,0.0323,0.373,0.0443,0.0258,0.7162,0.0606,0.0323,0.8788,0.1166,0.0548,1.1253,0.035,0.0161,1.1678,0.042,0.0452,-0.0709,0.028,0.0968,-0.711,0.0723,0.071,0.0182,0.0466,0.0452,0.0323,0.0536,0.0774,-0.3075,0.0396,0.0806,-0.5086,0.0816,0.0258,2.1614,0.007,0.0032,1.1678,0.0256,0.0323,-0.2051
AIG96475.1 |VP30 minor nucleoprotein,0.0608,0.0935,-0.3497,0.0387,0.0093,3.1381,0.0497,0.0654,-0.2399,0.0718,0.0748,-0.0394,0.0331,0.0187,0.7735,0.0442,0.0467,-0.0541,0.0221,0.0467,-0.5271,0.0497,0.0093,4.3204,0.0663,0.028,1.3646,0.1657,0.0187,7.8674,0.011,0.0093,0.1823,0.011,0.0374,-0.7044,0.0276,0.0935,-0.7044,0.0773,0.0374,1.0691,0.0608,0.1308,-0.5355,0.0773,0.1215,-0.3634,0.0663,0.0654,0.0134,0.0442,0.0561,-0.2118,0.0166,0.0093,0.7735,0.0055,0.028,-0.8029
AIG96478.1 |nucleoprotein,0.0816,0.0548,0.4877,0.0093,0.0,0.0,0.035,0.1452,-0.7591,0.0629,0.1,-0.3706,0.0513,0.0129,2.9744,0.0629,0.0484,0.3007,0.0443,0.0323,0.373,0.0443,0.0258,0.7162,0.0606,0.0323,0.8788,0.1166,0.0548,1.1253,0.035,0.0161,1.1678,0.042,0.0452,-0.0709,0.028,0.0968,-0.711,0.0723,0.071,0.0182,0.0466,0.0452,0.0323,0.0536,0.0774,-0.3075,0.0396,0.0806,-0.5086,0.0816,0.0258,2.1614,0.007,0.0032,1.1678,0.0256,0.0323,-0.2051
AIG96484.1 |VP30 minor nucleoprotein,0.0608,0.0935,-0.3497,0.0387,0.0093,3.1381,0.0497,0.0654,-0.2399,0.0718,0.0748,-0.0394,0.0331,0.0187,0.7735,0.0442,0.0467,-0.0541,0.0221,0.0467,-0.5271,0.0497,0.0093,4.3204,0.0663,0.028,1.3646,0.1657,0.0187,7.8674,0.011,0.0093,0.1823,0.011,0.0374,-0.7044,0.0276,0.0935,-0.7044,0.0773,0.0374,1.0691,0.0608,0.1308,-0.5355,0.0773,0.1215,-0.3634,0.0663,0.0654,0.0134,0.0442,0.0561,-0.2118,0.0166,0.0093,0.7735,0.0055,0.028,-0.8029
