Naziv proteina,Molska Frakcija Uredjeni,Molska Frakcija Neuredjeni,Procenat uredjeni,Procenat neuredjeni,Frakcijska Razlika
UBS90512.1 ___membrane protein,0.94977,0.05023,94.98%,5.02%,-0.9471
UBS90523.1 ___membrane protein,0.94977,0.05023,94.98%,5.02%,-0.9471
UHI99917.1 ___membrane protein,0.94977,0.05023,94.98%,5.02%,-0.9471
UHI99928.1 ___membrane protein,0.94977,0.05023,94.98%,5.02%,-0.9471
USL83017.1 ___membrane protein,0.9095,0.0905,90.95%,9.05%,-0.9005
XJP51037.1 ___membrane protein,0.94977,0.05023,94.98%,5.02%,-0.9471
XJP51048.1 ___membrane protein,0.94977,0.05023,94.98%,5.02%,-0.9471
XJP51059.1 ___membrane protein,0.94977,0.05023,94.98%,5.02%,-0.9471
YP_007188585.1 ___membrane protein,0.94977,0.05023,94.98%,5.02%,-0.9471
YP_009047210.1 ___membrane protein,0.94977,0.05023,94.98%,5.02%,-0.9471
AAD14583.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AAN04450.1 ___matrix protein VP40,0.71601,0.28399,71.6%,28.4%,-0.6034
AAQ55047.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AAU43885.1 ___matrix protein,0.69939,0.30061,69.94%,30.06%,-0.5702
AAV48576.1 ___matrix protein,0.72205,0.27795,72.21%,27.79%,-0.6151
ABX75366.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ABY75323.1 ___matrix protein,0.69939,0.30061,69.94%,30.06%,-0.5702
ACR33189.1 ___matrix protein,0.69939,0.30061,69.94%,30.06%,-0.5702
ACT22786.1 ___matrix protein VP40,0.71299,0.28701,71.3%,28.7%,-0.5975
ACT22801.1 ___matrix protein VP40,0.73414,0.26586,73.41%,26.59%,-0.6379
AFP28226.1 ___matrix protein,0.69939,0.30061,69.94%,30.06%,-0.5702
AGB56677.1 ___matrix protein,0.69939,0.30061,69.94%,30.06%,-0.5702
AGC02885.1 ___matrix protein VP40,0.71299,0.28701,71.3%,28.7%,-0.5975
AGC02893.1 ___matrix protein VP40,0.73716,0.26284,73.72%,26.28%,-0.6434
AHX24648.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AHX24657.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AHX24666.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIE11799.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIE11808.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIE11817.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIE11826.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIE11835.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIE11844.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIE11853.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIE11862.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIE11871.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIE11880.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIE11889.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIE11898.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIE11907.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIE11916.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIE11925.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG95886.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG95895.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG95904.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG95913.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG95922.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG95931.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG95940.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG95949.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG95958.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG95967.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG95976.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG95985.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG95994.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96003.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96012.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96021.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96030.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96039.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96048.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96057.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96066.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96075.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96084.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96093.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96102.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96111.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96120.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96129.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96138.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96147.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96156.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96165.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96174.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96183.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96192.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96201.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96210.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96219.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96228.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96237.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96246.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96255.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96264.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96273.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96282.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96291.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96300.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96309.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96318.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96327.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96336.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96345.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96354.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96363.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96372.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96381.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96390.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96399.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96408.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96417.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96426.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96435.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96444.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96453.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96462.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96471.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96480.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96489.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96498.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96507.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96516.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96525.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96534.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96543.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96552.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96561.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96570.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96579.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96588.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96597.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96606.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96615.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96624.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIG96633.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIR94005.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIW65949.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIY29181.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIZ50390.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIZ50399.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIZ50408.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIZ50417.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AIZ50426.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AJF38894.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AKA43779.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AKA59359.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AKB09535.1 ___matrix protein VP40,0.69939,0.30061,69.94%,30.06%,-0.5702
AKB09544.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
AKB09553.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
AKB09562.1 ___matrix protein VP40,0.71166,0.28834,71.17%,28.83%,-0.5948
AKI84273.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
AKT08839.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALD19446.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALF04541.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALF04550.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALH21185.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALH21194.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALH21227.1 ___matrix protein,0.64724,0.35276,64.72%,35.28%,-0.455
ALH21453.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALH21462.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALL26374.1 ___matrix protein,0.69939,0.30061,69.94%,30.06%,-0.5702
ALN12278.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALO75888.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82614.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82623.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82632.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82641.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82650.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82659.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82668.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82677.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82686.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82695.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82704.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82713.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82722.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82731.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82740.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82749.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82758.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82767.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82776.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82785.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82794.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82803.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82812.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82821.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82830.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82839.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82848.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82857.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82866.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82875.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82884.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82893.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82902.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82911.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82920.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82929.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82938.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82947.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82956.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82965.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82974.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82983.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR82992.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR83001.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR83010.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR83019.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR83028.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR83037.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR83046.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR83055.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR83064.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR83073.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR83082.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR83091.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR83100.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR83109.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR83118.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR83127.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR83136.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALR83145.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ALT19652.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ALT19661.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ALT19670.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ALT19679.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ALT19688.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ALT19697.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ALT19706.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ALT19715.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ALT19724.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ALT19733.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ALT19742.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ALT19751.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ALT19760.1 ___matrix protein VP40,0.69325,0.30675,69.33%,30.67%,-0.5575
ALT19769.1 ___matrix protein VP40,0.71166,0.28834,71.17%,28.83%,-0.5948
ALT19778.1 ___matrix protein VP40,0.69939,0.30061,69.94%,30.06%,-0.5702
APW84406.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84417.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84426.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84435.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84444.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84453.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84462.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84471.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84480.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84489.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84498.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84507.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84516.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84525.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84534.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84543.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84552.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84561.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84570.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84579.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84588.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84597.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84606.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84615.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84624.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84633.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84642.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84651.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84660.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84669.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84678.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84687.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84696.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84705.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84714.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84723.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84732.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84741.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84750.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84759.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84768.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84777.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84786.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84795.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84804.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84813.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84822.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84831.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84840.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
APW84849.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AQA27301.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27310.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27319.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27328.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27337.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27346.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27355.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27364.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27373.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27382.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27391.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27400.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27409.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27418.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27427.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27436.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27445.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27454.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27463.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27472.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27481.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27490.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27499.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27508.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27517.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27526.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27535.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27544.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27553.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27562.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27571.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27580.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27589.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27598.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27607.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQA27616.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
AQS26704.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AQS26713.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AQS26722.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AQS26731.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AQS26740.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ARC95296.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ARC95305.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ARG43220.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43229.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43238.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43247.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43256.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
