Naziv_proteina,molska_frakcija_A_uredjen,molska_frakcija_A_neuredjen,frakcijska_razlika_A,molska_frakcija_C_uredjen,molska_frakcija_C_neuredjen,frakcijska_razlika_C,molska_frakcija_D_uredjen,molska_frakcija_D_neuredjen,frakcijska_razlika_D,molska_frakcija_E_uredjen,molska_frakcija_E_neuredjen,frakcijska_razlika_E,molska_frakcija_F_uredjen,molska_frakcija_F_neuredjen,frakcijska_razlika_F,molska_frakcija_G_uredjen,molska_frakcija_G_neuredjen,frakcijska_razlika_G,molska_frakcija_H_uredjen,molska_frakcija_H_neuredjen,frakcijska_razlika_H,molska_frakcija_I_uredjen,molska_frakcija_I_neuredjen,frakcijska_razlika_I,molska_frakcija_K_uredjen,molska_frakcija_K_neuredjen,frakcijska_razlika_K,molska_frakcija_L_uredjen,molska_frakcija_L_neuredjen,frakcijska_razlika_L,molska_frakcija_M_uredjen,molska_frakcija_M_neuredjen,frakcijska_razlika_M,molska_frakcija_N_uredjen,molska_frakcija_N_neuredjen,frakcijska_razlika_N,molska_frakcija_P_uredjen,molska_frakcija_P_neuredjen,frakcijska_razlika_P,molska_frakcija_Q_uredjen,molska_frakcija_Q_neuredjen,frakcijska_razlika_Q,molska_frakcija_R_uredjen,molska_frakcija_R_neuredjen,frakcijska_razlika_R,molska_frakcija_S_uredjen,molska_frakcija_S_neuredjen,frakcijska_razlika_S,molska_frakcija_T_uredjen,molska_frakcija_T_neuredjen,frakcijska_razlika_T,molska_frakcija_V_uredjen,molska_frakcija_V_neuredjen,frakcijska_razlika_V,molska_frakcija_W_uredjen,molska_frakcija_W_neuredjen,frakcijska_razlika_W,molska_frakcija_Y_uredjen,molska_frakcija_Y_neuredjen,frakcijska_razlika_Y
AKU75327.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0292,0.5591,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0233,2.6812,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AKU75336.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0262,0.7323,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0262,2.2722,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AKU75345.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0262,0.7323,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0262,2.2722,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AKU75354.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0292,0.5591,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0233,2.6812,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AKU75363.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0292,0.5591,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0233,2.6812,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AKU75372.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0292,0.5591,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0233,2.6812,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AKU75381.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0262,0.7323,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0262,2.2722,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AKU75390.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0262,0.7323,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0262,2.2722,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AKU75408.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0292,0.5591,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0233,2.6812,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AKU75417.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0292,0.5591,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0233,2.6812,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AKU75426.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0292,0.5591,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0233,2.6812,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AKU75435.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0262,0.7323,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0262,2.2722,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AKU75453.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0262,0.7323,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0262,2.2722,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AKU75462.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0292,0.5591,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0233,2.6812,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AKU75471.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0262,0.7323,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0262,2.2722,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AKU75480.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0262,0.7323,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0262,2.2722,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AKU75489.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0292,0.5591,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0233,2.6812,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AKU75498.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0292,0.5591,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0233,2.6812,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AKU75507.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0262,0.7323,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0262,2.2722,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AKU75516.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0262,0.7323,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0262,2.2722,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AKU75534.1 ___nucleoprotein,0.0852,0.0529,0.6096,0.01,0.0,0.0,0.0351,0.1353,-0.7407,0.0551,0.1059,-0.4793,0.0576,0.0088,5.533,0.0652,0.0471,0.3847,0.0426,0.0353,0.2072,0.0451,0.0265,0.7043,0.0551,0.0412,0.3391,0.1228,0.0529,1.3197,0.0351,0.0147,1.386,0.0426,0.0441,-0.0343,0.0326,0.0853,-0.618,0.0576,0.0882,-0.3467,0.0451,0.0471,-0.0414,0.0476,0.0824,-0.4218,0.0326,0.0853,-0.618,0.0877,0.0265,2.3138,0.0075,0.0029,1.5564,0.0376,0.0176,1.1303
AKU75543.1 ___nucleoprotein,0.0852,0.0529,0.6096,0.01,0.0,0.0,0.0351,0.1353,-0.7407,0.0551,0.1059,-0.4793,0.0576,0.0088,5.533,0.0652,0.0471,0.3847,0.0426,0.0353,0.2072,0.0451,0.0265,0.7043,0.0551,0.0412,0.3391,0.1228,0.0529,1.3197,0.0351,0.0147,1.386,0.0426,0.0441,-0.0343,0.0326,0.0853,-0.618,0.0576,0.0882,-0.3467,0.0451,0.0471,-0.0414,0.0476,0.0824,-0.4218,0.0326,0.0853,-0.618,0.0877,0.0265,2.3138,0.0075,0.0029,1.5564,0.0376,0.0176,1.1303
AKU75561.1 ___nucleoprotein,0.0859,0.0496,0.7323,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0262,0.7323,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0292,1.9449,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AKU75570.1 ___nucleoprotein,0.0859,0.0496,0.7323,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0262,0.7323,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0292,1.9449,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AKU75579.1 ___nucleoprotein,0.0859,0.0496,0.7323,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0262,0.7323,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0292,1.9449,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
ALA49348.1 ___nucleocapsid protein,0.0753,0.0837,-0.1007,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.1366,-0.8425,0.0484,0.0925,-0.477,0.043,0.0396,0.0848,0.0323,0.0,0.0,0.0538,0.0,0.0
ALA49359.1 ___nucleocapsid protein,0.0753,0.0837,-0.1007,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.1366,-0.8425,0.0484,0.0925,-0.477,0.043,0.0396,0.0848,0.0323,0.0,0.0,0.0538,0.0,0.0
ALA49370.1 ___nucleocapsid protein,0.0802,0.0796,0.0071,0.0,0.0,0.0,0.0588,0.0354,0.6618,0.0321,0.031,0.0359,0.0428,0.0265,0.6114,0.1123,0.0752,0.4929,0.0267,0.0088,2.0214,0.0374,0.0265,0.41,0.0481,0.0885,-0.4561,0.1176,0.0177,5.6471,0.0107,0.0221,-0.5166,0.0642,0.0885,-0.2749,0.0642,0.0973,-0.3408,0.0588,0.0575,0.0226,0.0481,0.0752,-0.3602,0.0214,0.1372,-0.8441,0.0481,0.0929,-0.482,0.0428,0.0398,0.0743,0.0321,0.0,0.0,0.0535,0.0,0.0
ALA49381.1 ___nucleocapsid protein,0.0753,0.0837,-0.1007,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.141,-0.8474,0.0484,0.0881,-0.4508,0.043,0.0396,0.0848,0.0323,0.0,0.0,0.0538,0.0,0.0
ALA49392.1 ___nucleocapsid protein,0.0753,0.0837,-0.1007,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0529,0.1187,0.0484,0.0793,-0.3898,0.0215,0.141,-0.8474,0.0484,0.0881,-0.4508,0.043,0.0396,0.0848,0.0323,0.0,0.0,0.0538,0.0,0.0
ALA49403.1 ___nucleocapsid protein,0.0753,0.0837,-0.1007,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.141,-0.8474,0.0484,0.0881,-0.4508,0.043,0.0396,0.0848,0.0323,0.0,0.0,0.0538,0.0,0.0
ALA49414.1 ___nucleocapsid protein,0.0753,0.0837,-0.1007,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.141,-0.8474,0.0484,0.0881,-0.4508,0.043,0.0396,0.0848,0.0323,0.0,0.0,0.0538,0.0,0.0
ALA49425.1 ___nucleocapsid protein,0.0753,0.0837,-0.1007,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.141,-0.8474,0.0484,0.0881,-0.4508,0.043,0.0396,0.0848,0.0323,0.0,0.0,0.0538,0.0,0.0
ALA49436.1 ___nucleocapsid protein,0.0753,0.0837,-0.1007,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.141,-0.8474,0.0484,0.0881,-0.4508,0.043,0.0396,0.0848,0.0323,0.0,0.0,0.0538,0.0,0.0
ALA49447.1 ___nucleocapsid protein,0.0753,0.0837,-0.1007,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.1366,-0.8425,0.0484,0.0925,-0.477,0.043,0.0396,0.0848,0.0323,0.0,0.0,0.0538,0.0,0.0
ALA49458.1 ___nucleocapsid protein,0.0753,0.0837,-0.1007,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.1366,-0.8425,0.0484,0.0925,-0.477,0.043,0.0396,0.0848,0.0323,0.0,0.0,0.0538,0.0,0.0
ALA49469.1 ___nucleocapsid protein,0.0753,0.0837,-0.1007,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.1366,-0.8425,0.0484,0.0925,-0.477,0.043,0.0396,0.0848,0.0323,0.0,0.0,0.0538,0.0,0.0
ALA49480.1 ___nucleocapsid protein,0.0753,0.0837,-0.1007,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.1366,-0.8425,0.0484,0.0925,-0.477,0.043,0.0396,0.0848,0.0323,0.0,0.0,0.0538,0.0,0.0
ALA49491.1 ___nucleocapsid protein,0.0753,0.0837,-0.1007,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.1366,-0.8425,0.0484,0.0925,-0.477,0.043,0.0396,0.0848,0.0323,0.0,0.0,0.0538,0.0,0.0
ALA49502.1 ___nucleocapsid protein,0.0753,0.0837,-0.1007,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.1366,-0.8425,0.0484,0.0925,-0.477,0.043,0.0396,0.0848,0.0323,0.0,0.0,0.0538,0.0,0.0
ALA49513.1 ___nucleocapsid protein,0.0753,0.0837,-0.1007,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0264,0.4238,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.1366,-0.8425,0.0484,0.0925,-0.477,0.043,0.0396,0.0848,0.0323,0.0,0.0,0.0538,0.0,0.0
