Naziv_proteina,molska_frakcija_za_A,molska_frakcija_za_C,molska_frakcija_za_D,molska_frakcija_za_E,molska_frakcija_za_F,molska_frakcija_za_G,molska_frakcija_za_H,molska_frakcija_za_I,molska_frakcija_za_K,molska_frakcija_za_L,molska_frakcija_za_M,molska_frakcija_za_N,molska_frakcija_za_P,molska_frakcija_za_Q,molska_frakcija_za_R,molska_frakcija_za_S,molska_frakcija_za_T,molska_frakcija_za_V,molska_frakcija_za_W,molska_frakcija_za_Y,Klasifikacija
AIG96496.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIG96505.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIG96505.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIG96514.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIG96514.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIG96523.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIG96523.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIG96532.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIG96532.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIG96541.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIG96541.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIG96550.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIG96550.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIG96559.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIG96559.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIG96568.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIG96568.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIG96577.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIG96577.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIG96586.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIG96586.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIG96595.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIG96595.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIG96604.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIG96604.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIG96613.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIG96613.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIG96622.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIG96622.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIG96631.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIG96631.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIL25247.1 ___nucleoprotein,0.0583,0.0083,0.0417,0.05,0.0444,0.0667,0.0389,0.0694,0.0528,0.1306,0.0028,0.0528,0.0306,0.0528,0.0389,0.0694,0.0694,0.0833,0.0056,0.0333,uređen
AIL25247.1 ___nucleoprotein,0.0597,0.0,0.0985,0.1075,0.0269,0.0269,0.0239,0.0478,0.0358,0.0716,0.0119,0.0478,0.1015,0.0836,0.0537,0.0985,0.0418,0.0448,0.003,0.0149,neuređen
AIR94003.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AIR94003.1 ___nucleoprotein,0.06,0.0,0.1314,0.1086,0.0086,0.0429,0.0371,0.0314,0.0457,0.0514,0.0171,0.0486,0.0886,0.0857,0.0429,0.0829,0.0714,0.0257,0.0029,0.0171,neuređen
AIW65947.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIW65947.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIY27573.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIY27573.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIY29179.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIY29179.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIZ50388.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIZ50388.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIZ50397.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIZ50397.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIZ50406.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIZ50406.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIZ50415.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIZ50415.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIZ50424.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIZ50424.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AJF38892.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AJF38892.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AJY53711.1 ___nucleoprotein,0.0598,0.0085,0.0427,0.0427,0.0456,0.0684,0.0399,0.0684,0.0541,0.1339,0.0028,0.0513,0.0313,0.0513,0.0399,0.0655,0.0684,0.0883,0.0057,0.0313,uređen
AJY53711.1 ___nucleoprotein,0.061,0.0,0.0988,0.1105,0.0262,0.032,0.0233,0.0407,0.0349,0.0698,0.0116,0.0465,0.0959,0.0872,0.0494,0.1047,0.0436,0.0436,0.0029,0.0174,neuređen
AKA43777.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AKA43777.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AKA59357.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AKA59357.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0845,0.0875,0.0466,0.0845,0.0845,0.0262,0.0029,0.0175,neuređen
AKB09533.1 ___nucleoprotein,0.0841,0.007,0.0397,0.0678,0.0514,0.0701,0.0444,0.0491,0.0514,0.1308,0.0187,0.0327,0.0304,0.0584,0.0374,0.0584,0.0421,0.0818,0.0093,0.035,uređen
AKB09533.1 ___nucleoprotein,0.0516,0.0,0.1355,0.0935,0.0097,0.0742,0.0194,0.0258,0.0452,0.0645,0.0161,0.0645,0.0935,0.071,0.0355,0.0774,0.0677,0.0323,0.0,0.0226,neuređen
AKB09542.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AKB09542.1 ___nucleoprotein,0.06,0.0,0.1314,0.1086,0.0086,0.0429,0.0371,0.0314,0.0457,0.0514,0.0171,0.0486,0.0886,0.0857,0.0429,0.0829,0.0714,0.0257,0.0029,0.0171,neuređen
AKB09551.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AKB09551.1 ___nucleoprotein,0.0571,0.0,0.1314,0.1086,0.0086,0.0429,0.0371,0.0229,0.0429,0.0514,0.0171,0.0486,0.0914,0.0857,0.0457,0.08,0.08,0.0286,0.0029,0.0171,neuređen
AKB09560.1 ___nucleoprotein,0.0842,0.0074,0.0322,0.0545,0.0569,0.0644,0.047,0.0644,0.0446,0.1114,0.0396,0.0396,0.0223,0.0693,0.0347,0.0569,0.0495,0.0718,0.0074,0.0421,uređen
AKB09560.1 ___nucleoprotein,0.0866,0.0,0.1313,0.1015,0.006,0.0328,0.0179,0.0358,0.0567,0.0507,0.0119,0.0806,0.0925,0.0687,0.0507,0.0716,0.0627,0.0239,0.003,0.0149,neuređen
AKB09569.1 ___nucleoprotein,0.0583,0.0083,0.0417,0.05,0.0444,0.0667,0.0389,0.0694,0.0528,0.1306,0.0028,0.0528,0.0306,0.0528,0.0389,0.0694,0.0694,0.0833,0.0056,0.0333,uređen
AKB09569.1 ___nucleoprotein,0.0597,0.0,0.0985,0.1075,0.0269,0.0269,0.0239,0.0478,0.0358,0.0716,0.0119,0.0478,0.1015,0.0836,0.0537,0.0985,0.0418,0.0448,0.003,0.0149,neuređen
AKI82617.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AKI82617.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AKI82625.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AKI82625.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AKI84271.1 ___nucleoprotein,0.0823,0.0077,0.0334,0.054,0.0591,0.0668,0.0437,0.0463,0.0566,0.126,0.036,0.0411,0.0283,0.0591,0.0463,0.0488,0.0334,0.0848,0.0077,0.0386,uređen
AKI84271.1 ___nucleoprotein,0.0571,0.0,0.1314,0.1086,0.0086,0.0429,0.0371,0.0229,0.0429,0.0514,0.0171,0.0486,0.0914,0.0857,0.0457,0.08,0.08,0.0286,0.0029,0.0171,neuređen
AKI84280.1 ___nucleoprotein,0.0583,0.0083,0.0417,0.05,0.0444,0.0667,0.0389,0.0694,0.0528,0.1306,0.0028,0.0528,0.0306,0.0528,0.0389,0.0694,0.0694,0.0833,0.0056,0.0333,uređen
AKI84280.1 ___nucleoprotein,0.0597,0.0,0.0985,0.1075,0.0269,0.0269,0.0239,0.0478,0.0358,0.0716,0.0119,0.0478,0.1015,0.0836,0.0537,0.0985,0.0418,0.0448,0.003,0.0149,neuređen
AKL59408.1 ___nucleoprotein,0.0753,0.0,0.0645,0.0323,0.043,0.1129,0.0215,0.0376,0.0484,0.1183,0.0108,0.0645,0.0645,0.0591,0.0484,0.0215,0.0484,0.043,0.0323,0.0538,uređen
AKL59408.1 ___nucleoprotein,0.0837,0.0,0.0352,0.0308,0.0264,0.0749,0.0088,0.0264,0.0881,0.0176,0.022,0.0881,0.0969,0.0573,0.0749,0.1366,0.0925,0.0396,0.0,0.0,neuređen
AKN24756.1 ___nucleocapsid,0.0859,0.0,0.0657,0.0303,0.0455,0.1061,0.0202,0.0404,0.0455,0.1162,0.0101,0.0606,0.0657,0.0606,0.0455,0.0202,0.0556,0.0455,0.0303,0.0505,uređen
AKN24756.1 ___nucleocapsid,0.0744,0.0,0.0326,0.0326,0.0233,0.0791,0.014,0.0233,0.093,0.0186,0.0233,0.093,0.0977,0.0558,0.0744,0.1395,0.0884,0.0372,0.0,0.0,neuređen
AKN24765.1 ___nucleocapsid,0.0859,0.0,0.0657,0.0303,0.0455,0.1061,0.0202,0.0404,0.0455,0.1162,0.0101,0.0606,0.0657,0.0606,0.0455,0.0202,0.0556,0.0455,0.0303,0.0505,uređen
AKN24765.1 ___nucleocapsid,0.0744,0.0,0.0326,0.0326,0.0233,0.0791,0.014,0.0233,0.093,0.0186,0.0233,0.093,0.0977,0.0558,0.0744,0.1395,0.0884,0.0372,0.0,0.0,neuređen
AKN24774.1 ___nucleocapsid,0.0808,0.0,0.0657,0.0303,0.0455,0.1061,0.0202,0.0404,0.0455,0.1162,0.0101,0.0606,0.0657,0.0606,0.0455,0.0202,0.0556,0.0505,0.0303,0.0505,uređen
AKN24774.1 ___nucleocapsid,0.0744,0.0,0.0326,0.0326,0.0233,0.0791,0.014,0.0233,0.093,0.0186,0.0233,0.093,0.0977,0.0558,0.0744,0.1395,0.0884,0.0372,0.0,0.0,neuređen
AKN24783.1 ___nucleocapsid,0.0859,0.0,0.0657,0.0303,0.0455,0.1061,0.0202,0.0404,0.0455,0.1162,0.0101,0.0606,0.0657,0.0606,0.0455,0.0202,0.0556,0.0455,0.0303,0.0505,uređen
AKN24783.1 ___nucleocapsid,0.0744,0.0,0.0326,0.0326,0.0233,0.0791,0.014,0.0233,0.093,0.0186,0.0233,0.093,0.0977,0.0558,0.0744,0.1395,0.0884,0.0372,0.0,0.0,neuređen
AKN24792.1 ___nucleocapsid,0.0859,0.0,0.0657,0.0303,0.0455,0.1061,0.0202,0.0404,0.0455,0.1162,0.0101,0.0606,0.0657,0.0606,0.0455,0.0202,0.0556,0.0455,0.0303,0.0505,uređen
AKN24792.1 ___nucleocapsid,0.0744,0.0,0.0326,0.0326,0.0233,0.0791,0.014,0.0233,0.093,0.0186,0.0233,0.093,0.0977,0.0558,0.0744,0.1395,0.0884,0.0372,0.0,0.0,neuređen
AKN24801.1 ___nucleocapsid,0.0859,0.0,0.0657,0.0303,0.0455,0.1061,0.0202,0.0404,0.0455,0.1162,0.0101,0.0606,0.0657,0.0606,0.0455,0.0202,0.0556,0.0455,0.0303,0.0505,uređen
AKN24801.1 ___nucleocapsid,0.0744,0.0,0.0326,0.0326,0.0233,0.0791,0.014,0.0233,0.093,0.0186,0.0233,0.093,0.0977,0.0558,0.0744,0.1395,0.0884,0.0372,0.0,0.0,neuređen
AKN24810.1 ___nucleocapsid,0.0859,0.0,0.0657,0.0303,0.0455,0.1061,0.0202,0.0404,0.0455,0.1162,0.0101,0.0606,0.0657,0.0606,0.0455,0.0202,0.0556,0.0455,0.0303,0.0505,uređen
AKN24810.1 ___nucleocapsid,0.0744,0.0,0.0326,0.0326,0.0233,0.0791,0.014,0.0233,0.093,0.0186,0.0233,0.093,0.0977,0.0558,0.0744,0.1395,0.0884,0.0372,0.0,0.0,neuređen
AKN24819.1 ___nucleocapsid,0.0859,0.0,0.0657,0.0303,0.0455,0.1061,0.0202,0.0404,0.0455,0.1162,0.0101,0.0606,0.0657,0.0606,0.0455,0.0202,0.0556,0.0455,0.0303,0.0505,uređen
AKN24819.1 ___nucleocapsid,0.0744,0.0,0.0326,0.0326,0.0233,0.0791,0.014,0.0233,0.093,0.0186,0.0233,0.093,0.0977,0.0558,0.0744,0.1395,0.0884,0.0372,0.0,0.0,neuređen
AKN24828.1 ___nucleocapsid,0.0859,0.0,0.0657,0.0303,0.0455,0.1061,0.0202,0.0404,0.0455,0.1162,0.0101,0.0606,0.0657,0.0606,0.0455,0.0202,0.0556,0.0455,0.0303,0.0505,uređen
AKN24828.1 ___nucleocapsid,0.0744,0.0,0.0326,0.0326,0.0233,0.0791,0.014,0.0233,0.093,0.0186,0.0233,0.093,0.0977,0.0558,0.0744,0.1395,0.0884,0.0372,0.0,0.0,neuređen
AKN24837.1 ___nucleocapsid,0.0859,0.0,0.0657,0.0303,0.0455,0.1061,0.0202,0.0404,0.0455,0.1162,0.0101,0.0606,0.0657,0.0606,0.0455,0.0202,0.0556,0.0455,0.0303,0.0505,uređen
AKN24837.1 ___nucleocapsid,0.0744,0.0,0.0326,0.0326,0.0233,0.0791,0.014,0.0233,0.093,0.0186,0.0233,0.093,0.0977,0.0558,0.0744,0.1395,0.0884,0.0372,0.0,0.0,neuređen
AKT08837.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AKT08837.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0845,0.0875,0.0466,0.0845,0.0845,0.0262,0.0029,0.0175,neuređen
AKU75156.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AKU75156.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0845,0.0875,0.0466,0.0845,0.0845,0.0262,0.0029,0.0175,neuređen
AKU75165.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AKU75165.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0845,0.0875,0.0466,0.0845,0.0845,0.0262,0.0029,0.0175,neuređen
AKU75174.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AKU75174.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0845,0.0875,0.0466,0.0845,0.0845,0.0262,0.0029,0.0175,neuređen
AKU75183.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AKU75183.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0845,0.0875,0.0466,0.0845,0.0845,0.0262,0.0029,0.0175,neuređen
AKU75192.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AKU75192.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0845,0.0875,0.0466,0.0845,0.0845,0.0262,0.0029,0.0175,neuređen
AKU75201.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AKU75201.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AKU75210.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
