Naziv_proteina,molska_frakcija_A_uredjen,molska_frakcija_A_neuredjen,frakcijska_razlika_A,molska_frakcija_C_uredjen,molska_frakcija_C_neuredjen,frakcijska_razlika_C,molska_frakcija_D_uredjen,molska_frakcija_D_neuredjen,frakcijska_razlika_D,molska_frakcija_E_uredjen,molska_frakcija_E_neuredjen,frakcijska_razlika_E,molska_frakcija_F_uredjen,molska_frakcija_F_neuredjen,frakcijska_razlika_F,molska_frakcija_G_uredjen,molska_frakcija_G_neuredjen,frakcijska_razlika_G,molska_frakcija_H_uredjen,molska_frakcija_H_neuredjen,frakcijska_razlika_H,molska_frakcija_I_uredjen,molska_frakcija_I_neuredjen,frakcijska_razlika_I,molska_frakcija_K_uredjen,molska_frakcija_K_neuredjen,frakcijska_razlika_K,molska_frakcija_L_uredjen,molska_frakcija_L_neuredjen,frakcijska_razlika_L,molska_frakcija_M_uredjen,molska_frakcija_M_neuredjen,frakcijska_razlika_M,molska_frakcija_N_uredjen,molska_frakcija_N_neuredjen,frakcijska_razlika_N,molska_frakcija_P_uredjen,molska_frakcija_P_neuredjen,frakcijska_razlika_P,molska_frakcija_Q_uredjen,molska_frakcija_Q_neuredjen,frakcijska_razlika_Q,molska_frakcija_R_uredjen,molska_frakcija_R_neuredjen,frakcijska_razlika_R,molska_frakcija_S_uredjen,molska_frakcija_S_neuredjen,frakcijska_razlika_S,molska_frakcija_T_uredjen,molska_frakcija_T_neuredjen,frakcijska_razlika_T,molska_frakcija_V_uredjen,molska_frakcija_V_neuredjen,frakcijska_razlika_V,molska_frakcija_W_uredjen,molska_frakcija_W_neuredjen,frakcijska_razlika_W,molska_frakcija_Y_uredjen,molska_frakcija_Y_neuredjen,frakcijska_razlika_Y
ALA49765.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA49776.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA49787.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA49798.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA49809.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0481,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA49820.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0481,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA49831.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA49842.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA49853.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA49864.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA49875.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA49886.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA49897.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA49908.1 ___membrane protein,0.0817,0.0909,-0.101,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0481,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0962,0.0909,0.0577,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA49919.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA49930.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA49941.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA49952.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA49963.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0433,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0962,0.0909,0.0577,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA49974.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0433,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0962,0.0909,0.0577,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA49985.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0433,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0962,0.0909,0.0577,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA49996.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0433,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0962,0.0909,0.0577,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA50007.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0433,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0962,0.0909,0.0577,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA50018.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0433,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0962,0.0909,0.0577,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA50029.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0433,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0962,0.0909,0.0577,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA50040.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0481,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA50051.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA50062.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0433,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0962,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALA50073.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0481,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALD19446.1 ___matrix protein,0.0647,0.072,-0.1017,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.072,0.2438,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0299,0.064,-0.5336,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0945,0.08,0.1816,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
ALF04541.1 ___matrix protein,0.0647,0.08,-0.1915,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.064,0.3993,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0299,0.064,-0.5336,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0945,0.08,0.1816,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
ALF04550.1 ___matrix protein,0.0647,0.08,-0.1915,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.064,0.3993,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0299,0.064,-0.5336,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0945,0.08,0.1816,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
ALH21185.1 ___matrix protein,0.0647,0.072,-0.1017,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.072,0.2438,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0299,0.064,-0.5336,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0945,0.08,0.1816,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
ALH21194.1 ___matrix protein,0.0647,0.072,-0.1017,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.072,0.2438,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0299,0.064,-0.5336,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0945,0.08,0.1816,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
ALH21227.1 ___matrix protein,0.0664,0.0609,0.09,0.0047,0.0087,-0.455,0.0616,0.0522,0.1809,0.019,0.0261,-0.2733,0.0379,0.0087,3.3602,0.0569,0.0696,-0.1825,0.019,0.0348,-0.455,0.0948,0.0348,1.7251,0.0616,0.0609,0.0122,0.1232,0.0696,0.7713,0.0284,0.0435,-0.346,0.0332,0.0348,-0.0462,0.0948,0.1391,-0.3187,0.0569,0.0261,1.1801,0.019,0.0522,-0.6367,0.0427,0.1304,-0.673,0.0758,0.0609,0.2458,0.0711,0.0609,0.1679,0.0095,0.0,0.0,0.0237,0.0261,-0.0916
ALH21453.1 ___matrix protein,0.0647,0.08,-0.1915,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.064,0.3993,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0299,0.064,-0.5336,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0945,0.08,0.1816,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
ALH21462.1 ___matrix protein,0.0647,0.08,-0.1915,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.064,0.3993,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0299,0.064,-0.5336,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0945,0.08,0.1816,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
ALL26374.1 ___matrix protein,0.0614,0.0714,-0.1404,0.0044,0.0102,-0.5702,0.0614,0.051,0.2035,0.0175,0.0306,-0.4269,0.0395,0.0,0.0,0.0526,0.0816,-0.3553,0.0263,0.0204,0.2895,0.0877,0.0408,1.1491,0.0614,0.0612,0.0029,0.1316,0.051,1.5789,0.0263,0.051,-0.4842,0.0307,0.0408,-0.2478,0.1053,0.1224,-0.1404,0.0526,0.0306,0.7193,0.0219,0.051,-0.5702,0.0439,0.1327,-0.6694,0.0702,0.0714,-0.0175,0.0746,0.051,0.4614,0.0088,0.0,0.0,0.0219,0.0306,-0.2836
ALN12278.1 ___matrix protein,0.0647,0.08,-0.1915,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.064,0.3993,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0299,0.064,-0.5336,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0945,0.08,0.1816,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
ALO75888.1 ___matrix protein,0.0647,0.08,-0.1915,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0249,0.024,0.0365,0.0896,0.064,0.3993,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0249,0.064,-0.6113,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0945,0.08,0.1816,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
ALR69647.1 ___membrane protein,0.0865,0.0909,-0.0481,0.0096,0.0,0.0,0.0288,0.0,0.0,0.024,0.0,0.0,0.0481,0.0,0.0,0.0529,0.0,0.0,0.0144,0.0,0.0,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0865,0.2727,-0.6827,0.0433,0.1818,-0.762,0.0433,0.0909,-0.524,0.0481,0.0,0.0,0.024,0.0909,-0.7356,0.0385,0.0909,-0.5769,0.0913,0.0909,0.0048,0.0625,0.0909,-0.3125,0.0913,0.0,0.0,0.0337,0.0,0.0,0.0481,0.0,0.0
ALR82614.1 ___matrix protein,0.0647,0.08,-0.1915,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.064,0.3993,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0299,0.064,-0.5336,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0945,0.08,0.1816,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
ALR82623.1 ___matrix protein,0.0647,0.08,-0.1915,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.064,0.3993,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0299,0.064,-0.5336,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0945,0.08,0.1816,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
ALR82632.1 ___matrix protein,0.0647,0.08,-0.1915,0.01,0.0,0.0,0.0547,0.048,0.1401,0.0199,0.04,-0.5025,0.0398,0.016,1.4876,0.0547,0.08,-0.3159,0.0199,0.024,-0.1708,0.0896,0.064,0.3993,0.0597,0.048,0.2438,0.1194,0.072,0.6584,0.0299,0.016,0.8657,0.0299,0.064,-0.5336,0.0995,0.136,-0.2684,0.0547,0.0,0.0,0.0199,0.056,-0.6446,0.0348,0.12,-0.7098,0.0945,0.08,0.1816,0.0746,0.04,0.8657,0.01,0.0,0.0,0.0199,0.016,0.2438
