Naziv proteina,Molska Frakcija Uredjeni,Molska Frakcija Neuredjeni,Procenat uredjeni,Procenat neuredjeni,Frakcijska Razlika
ASU91028.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91039.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91050.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91061.1 ___nucleoprotein,0.44552,0.55448,44.55%,55.45%,0.2446
ASU91072.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91083.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91094.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91105.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91116.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91127.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91138.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91149.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91160.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91171.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91182.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91193.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91204.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91215.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91226.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91237.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91248.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91258.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91269.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91280.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91291.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91301.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91311.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91321.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ASU91331.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ATQ39393.1 ___nucleoprotein,0.39855,0.60145,39.86%,60.14%,0.5091
ATY74388.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ATY74399.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ATY74410.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
ATY74421.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
AUM60021.1 ___nucleocapsid protein,0.3986,0.6014,39.86%,60.14%,0.5088
AUM60031.1 ___nucleocapsid protein,0.3986,0.6014,39.86%,60.14%,0.5088
AVK87325.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
AVK87336.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
AVK87347.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
AVK87358.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
AVK87369.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
AVK87402.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
AVK87413.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
AVK87424.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
AVK87446.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
AVK87457.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
AVK87468.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
AVV61907.1 ___nucleoprotein,0.44552,0.55448,44.55%,55.45%,0.2446
AWM99589.1 ___nucleoprotein,0.45278,0.54722,45.28%,54.72%,0.2086
AWU59328.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
AXG21650.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
AXG21661.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
AXG21672.1 ___nucleoprotein,0.42373,0.57627,42.37%,57.63%,0.36
AYJ71477.1 ___nucleoprotein,0.45278,0.54722,45.28%,54.72%,0.2086
AYJ71488.1 ___nucleoprotein,0.45278,0.54722,45.28%,54.72%,0.2086
AYM48038.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
AYO86706.1 ___nucleoprotein,0.45278,0.54722,45.28%,54.72%,0.2086
AYP10305.1 ___nucleoprotein,0.45278,0.54722,45.28%,54.72%,0.2086
AYV64556.1 ___nucleoprotein,0.45278,0.54722,45.28%,54.72%,0.2086
AYV64567.1 ___nucleoprotein,0.45278,0.54722,45.28%,54.72%,0.2086
AZK15907.1 ___nucleocapsid protein,0.44794,0.55206,44.79%,55.21%,0.2324
QBM11743.1 ___nucleocapsid,0.45278,0.54722,45.28%,54.72%,0.2086
QBM11755.1 ___nucleocapsid,0.45278,0.54722,45.28%,54.72%,0.2086
QCI31476.1 ___nucleocapsid protein,0.45521,0.54479,45.52%,54.48%,0.1968
QCI31487.1 ___nucleocapsid protein,0.45278,0.54722,45.28%,54.72%,0.2086
QCQ29082.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
QDP16202.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
QDP16213.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
QGW51905.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
QGW51916.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
QGW51927.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
QJX19871.1 ___nucleocapsid,0.44794,0.55206,44.79%,55.21%,0.2324
QJX19881.1 ___nucleocapsid,0.44794,0.55206,44.79%,55.21%,0.2324
QJX19891.1 ___nucleocapsid,0.45036,0.54964,45.04%,54.96%,0.2204
QJX19901.1 ___nucleocapsid,0.44794,0.55206,44.79%,55.21%,0.2324
QJX19911.1 ___nucleocapsid,0.45036,0.54964,45.04%,54.96%,0.2204
QJX19921.1 ___nucleocapsid,0.45036,0.54964,45.04%,54.96%,0.2204
QJX19931.1 ___nucleocapsid,0.44794,0.55206,44.79%,55.21%,0.2324
QJX19941.1 ___nucleocapsid,0.44794,0.55206,44.79%,55.21%,0.2324
QJX19964.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
QKF93425.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
QKX95942.1 ___nucleocapsid protein,0.45036,0.54964,45.04%,54.96%,0.2204
QSI72196.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
QSI72207.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
UBS90436.1 ___nucleoprotein,0.49395,0.50605,49.39%,50.61%,0.0245
UBS90447.1 ___nucleoprotein,0.49395,0.50605,49.39%,50.61%,0.0245
UBS90458.1 ___nucleoprotein,0.49395,0.50605,49.39%,50.61%,0.0245
UBS90469.1 ___nucleoprotein,0.49395,0.50605,49.39%,50.61%,0.0245
UBS90480.1 ___nucleoprotein,0.49395,0.50605,49.39%,50.61%,0.0245
UBS90491.1 ___nucleoprotein,0.49395,0.50605,49.39%,50.61%,0.0245
UBS90502.1 ___nucleoprotein,0.49395,0.50605,49.39%,50.61%,0.0245
UBS90513.1 ___nucleoprotein,0.49395,0.50605,49.39%,50.61%,0.0245
UBS90524.1 ___nucleoprotein,0.49395,0.50605,49.39%,50.61%,0.0245
UHI99918.1 ___nucleocapsid protein,0.45036,0.54964,45.04%,54.96%,0.2204
UHI99929.1 ___nucleocapsid protein,0.45036,0.54964,45.04%,54.96%,0.2204
USL83018.1 ___nucleocapsid protein,0.4,0.6,40.0%,60.0%,0.5
UYR00351.1 ___nucleocapsid phosphoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
UYR00361.1 ___nucleocapsid phosphoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
UYR00372.1 ___nucleocapsid phosphoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
UYV90085.1 ___nucleocapsid protein,0.45036,0.54964,45.04%,54.96%,0.2204
UYV90095.1 ___nucleocapsid protein,0.45036,0.54964,45.04%,54.96%,0.2204
XJP51038.1 ___nucleoprotein,0.49637,0.50363,49.64%,50.36%,0.0146
XJP51049.1 ___nucleoprotein,0.49637,0.50363,49.64%,50.36%,0.0146
XJP51060.1 ___nucleoprotein,0.49637,0.50363,49.64%,50.36%,0.0146
YP_007188586.1 ___nucleocapsid protein,0.45255,0.54745,45.26%,54.74%,0.2097
YP_009047211.1 ___nucleoprotein,0.45036,0.54964,45.04%,54.96%,0.2204
AAD14590.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AAG40164.1 ___nucleoprotein NP,0.52503,0.47497,52.5%,47.5%,-0.0954
AAM76031.1 ___nucleoprotein NP,0.52639,0.47361,52.64%,47.36%,-0.1003
AAN04448.1 ___nucleoprotein,0.5724,0.4276,57.24%,42.76%,-0.253
AAN37504.1 ___nucleoprotein NP,0.52639,0.47361,52.64%,47.36%,-0.1003
AAN37509.1 ___nucleoprotein VP30,0.64931,0.35069,64.93%,35.07%,-0.4599
AAQ55045.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AAV48574.1 ___nucleoprotein,0.57645,0.42355,57.65%,42.35%,-0.2653
ABX75364.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
ACI28620.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
ACT22784.1 ___nucleoprotein,0.56969,0.43031,56.97%,43.03%,-0.2447
ACT22792.1 ___nucleoprotein,0.57645,0.42355,57.65%,42.35%,-0.2653
ACT22807.1 ___nucleoprotein,0.56834,0.43166,56.83%,43.17%,-0.2405
AER59705.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AER59714.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AGC02883.1 ___nucleoprotein,0.56969,0.43031,56.97%,43.03%,-0.2447
AGC02891.1 ___nucleoprotein,0.56969,0.43031,56.97%,43.03%,-0.2447
AGL50925.1 ___nucleoprotein,0.57859,0.42141,57.86%,42.14%,-0.2717
AGL73422.1 ___nucleoprotein,0.57859,0.42141,57.86%,42.14%,-0.2717
AGL73429.1 ___nucleoprotein,0.57859,0.42141,57.86%,42.14%,-0.2717
AGL73436.1 ___nucleoprotein,0.57859,0.42141,57.86%,42.14%,-0.2717
AGL73443.1 ___nucleoprotein,0.57859,0.42141,57.86%,42.14%,-0.2717
AGL73450.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
AGL73457.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
AGL73464.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
AGL73471.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
AHX24646.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AHX24655.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AHX24664.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AIE11797.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AIE11806.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AIE11815.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIE11824.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIE11833.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIE11842.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AIE11851.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AIE11860.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIE11869.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIE11878.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIE11887.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AIE11896.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIE11905.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AIE11914.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AIG95884.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG95893.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG95902.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG95911.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG95920.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG95929.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG95938.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG95947.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG95956.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG95965.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG95974.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG95983.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG95992.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96001.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96010.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96019.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96028.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96037.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96046.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96055.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96064.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96073.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96082.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96091.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96100.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96109.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96118.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96127.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96136.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96145.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96154.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96163.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96172.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96181.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96190.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96199.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96208.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96217.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96226.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96235.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96244.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96253.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96262.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96271.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96280.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96289.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96298.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96307.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96316.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96325.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96334.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96343.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96352.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96361.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96370.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96379.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96388.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96397.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96406.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96415.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96424.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96433.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96442.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96451.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96460.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96469.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96478.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96487.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96496.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96505.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96514.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96523.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96532.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96541.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96550.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96559.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96568.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96577.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96586.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96595.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96604.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96613.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96622.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIG96631.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIR94003.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AIW65947.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIY27573.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIY29179.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIZ50388.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIZ50397.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIZ50406.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIZ50415.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AIZ50424.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AJF38892.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKA43777.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKA59357.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKB09533.1 ___nucleoprotein,0.57995,0.42005,57.99%,42.01%,-0.2757
AKB09542.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AKB09551.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AKB09560.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
AKI82617.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKI82625.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKI84271.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AKT08837.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75156.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75165.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75174.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75183.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75192.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75201.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75210.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75219.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75228.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75237.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75246.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75273.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75282.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75291.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75300.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75309.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75318.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75327.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75336.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75345.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75354.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75363.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75372.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75381.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75390.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75408.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75417.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75426.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75435.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75453.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75462.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75471.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75480.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75489.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75498.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75507.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75516.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75534.1 ___nucleoprotein,0.53992,0.46008,53.99%,46.01%,-0.1479
AKU75543.1 ___nucleoprotein,0.53992,0.46008,53.99%,46.01%,-0.1479
AKU75561.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75570.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AKU75579.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
ALD19444.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
ALF04539.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
ALF04548.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
ALH21183.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
ALH21192.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
ALH21451.1 ___nucleoprotein,0.51827,0.48173,51.83%,48.17%,-0.0705
ALH21460.1 ___nucleoprotein,0.53721,0.46279,53.72%,46.28%,-0.1385
ALN12276.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
ALO75886.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
ALT19650.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
ALT19659.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
ALT19668.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
ALT19677.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
ALT19686.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
ALT19695.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
ALT19704.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
ALT19713.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
ALT19722.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
ALT19731.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
ALT19740.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
ALT19749.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
ALT19758.1 ___nucleoprotein,0.51962,0.48038,51.96%,48.04%,-0.0755
