Naziv proteina,Molska Frakcija Uredjeni,Molska Frakcija Neuredjeni,Procenat uredjeni,Procenat neuredjeni,Frakcijska Razlika
AIG96346.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96355.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96364.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96373.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96382.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96391.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96400.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96409.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96418.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96427.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96436.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96445.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96454.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96463.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96472.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96481.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96490.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96499.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96508.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96517.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96526.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96535.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96544.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96553.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96562.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96571.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96580.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96589.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96598.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96607.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96616.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96625.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIG96634.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIR94008.1 ___virion spike glycoprotein precursor,0.71893,0.28107,71.89%,28.11%,-0.6091
AIW65950.1 ___virion spike glycoprotein precursor,0.71598,0.28402,71.6%,28.4%,-0.6033
AIY27576.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIY29182.1 ___virion spike glycoprotein precursor,0.69822,0.30178,69.82%,30.18%,-0.5678
AIZ50391.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIZ50400.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIZ50409.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIZ50418.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AIZ50427.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AJF38895.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKA43780.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKT08840.1 ___virion spike glycoprotein precursor,0.71598,0.28402,71.6%,28.4%,-0.6033
AKU75159.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75168.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75177.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75186.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75195.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75204.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75213.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75222.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75231.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75240.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75249.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75276.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75285.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75294.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75303.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75312.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75321.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75330.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75339.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75350.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75357.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75366.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75375.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75384.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75393.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75411.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75420.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75429.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75438.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75456.1 ___virion spike glycoprotein precursor,0.71006,0.28994,71.01%,28.99%,-0.5917
AKU75465.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75474.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75483.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75492.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75501.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75510.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75519.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75537.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75546.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75564.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75573.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AKU75582.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALD19447.1 ___virion spike glycoprotein precursor,0.70562,0.29438,70.56%,29.44%,-0.5828
ALF04542.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALF04551.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALH21186.1 ___virion spike glycoprotein precursor,0.70562,0.29438,70.56%,29.44%,-0.5828
ALH21195.1 ___virion spike glycoprotein precursor,0.70562,0.29438,70.56%,29.44%,-0.5828
ALH21454.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALH21463.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALN12279.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALO75889.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82615.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82624.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82633.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82642.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82651.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82660.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82669.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82678.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82687.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82696.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82705.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82714.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82723.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82732.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82741.1 ___virion spike glycoprotein precursor,0.69822,0.30178,69.82%,30.18%,-0.5678
ALR82750.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82759.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82768.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82777.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82786.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82795.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82804.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82813.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82822.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82831.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82840.1 ___virion spike glycoprotein precursor,0.70266,0.29734,70.27%,29.73%,-0.5768
ALR82849.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82858.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82867.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82876.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82885.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82894.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82903.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82912.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82921.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82930.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82939.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82948.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82957.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82966.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82975.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82984.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR82993.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR83002.1 ___virion spike glycoprotein precursor,0.70118,0.29882,70.12%,29.88%,-0.5738
ALR83011.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR83020.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR83029.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR83038.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR83047.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR83056.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR83065.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR83074.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR83083.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR83092.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR83101.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR83110.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR83119.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR83128.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR83137.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ALR83146.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84407.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84418.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84427.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84436.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84445.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84454.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84463.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84472.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84481.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84490.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84499.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84508.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84517.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84526.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84535.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84544.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84553.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84562.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84571.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84580.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84589.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84598.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84607.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84616.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84625.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84634.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84643.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84652.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84661.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84670.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84679.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84688.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84697.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84706.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84715.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84724.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84733.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84742.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84751.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84760.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84769.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84778.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84787.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84796.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84805.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84814.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84823.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84832.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84841.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
APW84850.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AQS26701.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AQS26710.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AQS26719.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AQS26728.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AQS26737.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ARC95297.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ARC95306.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
ASJ82195.1 ___virion spike glycoprotein precursor,0.65923,0.34077,65.92%,34.08%,-0.4831
ASJ82208.1 ___virion spike glycoprotein precursor,0.65774,0.34226,65.77%,34.23%,-0.4796
ATY51099.1 ___spike glycoprotein,0.70414,0.29586,70.41%,29.59%,-0.5798
ATY51108.1 ___spike glycoprotein,0.70414,0.29586,70.41%,29.59%,-0.5798
ATY51117.1 ___spike glycoprotein,0.69675,0.30325,69.67%,30.33%,-0.5648
ATY51126.1 ___spike glycoprotein,0.70414,0.29586,70.41%,29.59%,-0.5798
ATY51135.1 ___spike glycoprotein,0.70414,0.29586,70.41%,29.59%,-0.5798
ATY51144.1 ___spike glycoprotein,0.70562,0.29438,70.56%,29.44%,-0.5828
AVQ09622.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AVQ09631.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AVQ09640.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AVQ09649.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AVQ09658.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AWK96571.1 ___spike glycoprotein,0.70414,0.29586,70.41%,29.59%,-0.5798
AWK96580.1 ___spike glycoprotein,0.69379,0.30621,69.38%,30.62%,-0.5586
AWK96589.1 ___spike glycoprotein,0.69527,0.30473,69.53%,30.47%,-0.5617
AWK96598.1 ___spike glycoprotein,0.70562,0.29438,70.56%,29.44%,-0.5828
AWK96607.1 ___spike glycoprotein,0.70562,0.29438,70.56%,29.44%,-0.5828
AWK96616.1 ___spike glycoprotein,0.71893,0.28107,71.89%,28.11%,-0.6091
AWK96625.1 ___spike glycoprotein,0.6716,0.3284,67.16%,32.84%,-0.511
AWK96634.1 ___spike glycoprotein,0.71893,0.28107,71.89%,28.11%,-0.6091
AWK96643.1 ___spike glycoprotein,0.69083,0.30917,69.08%,30.92%,-0.5525
AWU50990.2 ___spike glycoprotein,0.70414,0.29586,70.41%,29.59%,-0.5798
AWZ62327.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AXH37629.1 ___spike glycoprotein,0.70414,0.29586,70.41%,29.59%,-0.5798
AXP07381.1 ___virion spike glycoprotein precursor,0.70562,0.29438,70.56%,29.44%,-0.5828
AXP07390.1 ___virion spike glycoprotein precursor,0.70562,0.29438,70.56%,29.44%,-0.5828
AXP07399.1 ___virion spike glycoprotein precursor,0.70562,0.29438,70.56%,29.44%,-0.5828
AXP07408.1 ___virion spike glycoprotein precursor,0.70562,0.29438,70.56%,29.44%,-0.5828
AXP07417.1 ___virion spike glycoprotein precursor,0.70562,0.29438,70.56%,29.44%,-0.5828
AXP07426.1 ___virion spike glycoprotein precursor,0.70562,0.29438,70.56%,29.44%,-0.5828
AXP07435.1 ___virion spike glycoprotein precursor,0.70562,0.29438,70.56%,29.44%,-0.5828
AXP07444.1 ___virion spike glycoprotein precursor,0.70562,0.29438,70.56%,29.44%,-0.5828
AXP07453.1 ___virion spike glycoprotein precursor,0.70562,0.29438,70.56%,29.44%,-0.5828
AXP07462.1 ___virion spike glycoprotein precursor,0.70562,0.29438,70.56%,29.44%,-0.5828
AXP07471.1 ___virion spike glycoprotein precursor,0.70562,0.29438,70.56%,29.44%,-0.5828
AXP07480.1 ___virion spike glycoprotein precursor,0.70562,0.29438,70.56%,29.44%,-0.5828
AXP07489.1 ___virion spike glycoprotein precursor,0.70562,0.29438,70.56%,29.44%,-0.5828
AXP07498.1 ___virion spike glycoprotein precursor,0.70562,0.29438,70.56%,29.44%,-0.5828
AXP07507.1 ___virion spike glycoprotein precursor,0.70562,0.29438,70.56%,29.44%,-0.5828
AYI50307.1 ___spike glycoprotein,0.68047,0.31953,68.05%,31.95%,-0.5304
AYI50316.1 ___spike glycoprotein,0.68047,0.31953,68.05%,31.95%,-0.5304
AYI50382.1 ___spike glycoprotein,0.68047,0.31953,68.05%,31.95%,-0.5304
AYN74049.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AYN74058.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AYN74067.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AYN74076.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AYN74085.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AYN74094.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AYN74103.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AYN74112.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AYN74121.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AYN74130.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AYN74139.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AYN74148.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AYN74157.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AYN74175.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AYN74184.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
AYW17071.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
BAB69006.1 ___virion spike glycoprotein precursor,0.66913,0.33087,66.91%,33.09%,-0.5055
NP_066246.1 ___spike glycoprotein,0.71893,0.28107,71.89%,28.11%,-0.6091
NP_690583.1 ___spike glycoprotein,0.67061,0.32939,67.06%,32.94%,-0.5088
QCF40467.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
QCF40476.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
QCF40485.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
QCF40494.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
QCF40503.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
QCF40512.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
