Naziv_proteina,molska_frakcija_A_uredjen,molska_frakcija_A_neuredjen,frakcijska_razlika_A,molska_frakcija_C_uredjen,molska_frakcija_C_neuredjen,frakcijska_razlika_C,molska_frakcija_D_uredjen,molska_frakcija_D_neuredjen,frakcijska_razlika_D,molska_frakcija_E_uredjen,molska_frakcija_E_neuredjen,frakcijska_razlika_E,molska_frakcija_F_uredjen,molska_frakcija_F_neuredjen,frakcijska_razlika_F,molska_frakcija_G_uredjen,molska_frakcija_G_neuredjen,frakcijska_razlika_G,molska_frakcija_H_uredjen,molska_frakcija_H_neuredjen,frakcijska_razlika_H,molska_frakcija_I_uredjen,molska_frakcija_I_neuredjen,frakcijska_razlika_I,molska_frakcija_K_uredjen,molska_frakcija_K_neuredjen,frakcijska_razlika_K,molska_frakcija_L_uredjen,molska_frakcija_L_neuredjen,frakcijska_razlika_L,molska_frakcija_M_uredjen,molska_frakcija_M_neuredjen,frakcijska_razlika_M,molska_frakcija_N_uredjen,molska_frakcija_N_neuredjen,frakcijska_razlika_N,molska_frakcija_P_uredjen,molska_frakcija_P_neuredjen,frakcijska_razlika_P,molska_frakcija_Q_uredjen,molska_frakcija_Q_neuredjen,frakcijska_razlika_Q,molska_frakcija_R_uredjen,molska_frakcija_R_neuredjen,frakcijska_razlika_R,molska_frakcija_S_uredjen,molska_frakcija_S_neuredjen,frakcijska_razlika_S,molska_frakcija_T_uredjen,molska_frakcija_T_neuredjen,frakcijska_razlika_T,molska_frakcija_V_uredjen,molska_frakcija_V_neuredjen,frakcijska_razlika_V,molska_frakcija_W_uredjen,molska_frakcija_W_neuredjen,frakcijska_razlika_W,molska_frakcija_Y_uredjen,molska_frakcija_Y_neuredjen,frakcijska_razlika_Y
AIR94008.1 ___virion spike glycoprotein precursor,0.0638,0.0895,-0.2871,0.0247,0.0,0.0,0.0494,0.0579,-0.147,0.0514,0.0579,-0.1115,0.0576,0.0105,4.4733,0.0885,0.0526,0.6811,0.0165,0.0526,-0.6872,0.0782,0.0211,2.714,0.0473,0.0368,0.2845,0.0926,0.0316,1.9321,0.0021,0.0158,-0.8697,0.0473,0.0737,-0.3577,0.0432,0.0737,-0.4136,0.0391,0.0421,-0.0715,0.0576,0.0263,1.1893,0.0391,0.1526,-0.7439,0.0885,0.1579,-0.4396,0.0556,0.0421,0.3194,0.0288,0.0,0,0.0288,0.0053,4.4733
AIW65950.1 ___virion spike glycoprotein precursor,0.064,0.099,-0.3528,0.0269,0.0,0.0,0.0496,0.0573,-0.1345,0.0496,0.0521,-0.0479,0.0579,0.0052,10.1074,0.0888,0.0521,0.7058,0.0165,0.0469,-0.6474,0.0744,0.0208,2.5702,0.0496,0.0417,0.1901,0.093,0.0365,1.5502,0.0021,0.0156,-0.8678,0.0455,0.0781,-0.4182,0.0434,0.0781,-0.4446,0.0393,0.0417,-0.0579,0.0537,0.026,1.0628,0.0413,0.1458,-0.7166,0.0868,0.151,-0.4255,0.0599,0.0417,0.438,0.0289,0.0,0,0.0289,0.0104,1.7769
AIY27576.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AIY29182.1 ___virion spike glycoprotein precursor,0.0636,0.0931,-0.3176,0.0254,0.0,0.0,0.0508,0.0539,-0.057,0.0487,0.0637,-0.2353,0.0572,0.0147,2.8898,0.0911,0.049,0.8585,0.0169,0.0441,-0.6158,0.0763,0.0196,2.8898,0.0466,0.0441,0.0565,0.0911,0.0441,1.065,0.0021,0.0147,-0.8559,0.0466,0.0735,-0.3661,0.0445,0.0735,-0.3949,0.0403,0.0392,0.0265,0.0551,0.0294,0.8729,0.036,0.152,-0.763,0.089,0.1422,-0.3741,0.0593,0.0392,0.5127,0.0297,0.0,0,0.0297,0.0098,2.0254
AIZ50391.1 ___virion spike glycoprotein precursor,0.063,0.1,-0.3697,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.145,-0.7537,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AIZ50400.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AIZ50409.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AIZ50418.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AIZ50427.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AJF38895.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AJY53714.1 ___virion spike glycoprotein precursor,0.0497,0.0468,0.0623,0.0314,0.0033,8.3927,0.0497,0.0468,0.0623,0.0419,0.0702,-0.4036,0.0471,0.0067,6.0445,0.0864,0.0435,0.9869,0.0236,0.0201,0.1741,0.0864,0.0167,4.166,0.0445,0.0502,-0.1129,0.1178,0.0401,1.9352,0.0183,0.0134,0.3698,0.0445,0.107,-0.5842,0.034,0.1137,-0.7007,0.0314,0.0602,-0.4782,0.055,0.0067,7.2186,0.0576,0.1405,-0.59,0.0812,0.1973,-0.5887,0.0445,0.0067,5.6531,0.0288,0.0,0,0.0262,0.01,1.6091
AKA43780.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AKT08840.1 ___virion spike glycoprotein precursor,0.064,0.099,-0.3528,0.0269,0.0,0.0,0.0496,0.0573,-0.1345,0.0496,0.0573,-0.1345,0.0579,0.0052,10.1074,0.0888,0.0521,0.7058,0.0165,0.0469,-0.6474,0.0744,0.0208,2.5702,0.0496,0.0365,0.3601,0.093,0.0365,1.5502,0.0021,0.0156,-0.8678,0.0455,0.0781,-0.4182,0.0434,0.0781,-0.4446,0.0393,0.0417,-0.0579,0.0537,0.0208,1.5785,0.0413,0.151,-0.7264,0.0868,0.151,-0.4255,0.0599,0.0417,0.438,0.0289,0.0,0,0.0289,0.0104,1.7769
AKU75159.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.025,1.2689,0.0357,0.155,-0.7696,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75168.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.065,-0.2566,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.035,0.3806,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.025,1.2689,0.0357,0.155,-0.7696,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75177.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.025,1.2689,0.0357,0.155,-0.7696,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75186.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.025,1.2689,0.0357,0.155,-0.7696,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75195.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.025,1.2689,0.0357,0.155,-0.7696,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75204.1 ___virion spike glycoprotein precursor,0.0651,0.095,-0.3145,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.03,1.521,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.14,-0.3697,0.0567,0.04,0.4181,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75213.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.025,1.2689,0.0357,0.155,-0.7696,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75222.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75231.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.05,0.0084,0.0483,0.065,-0.2566,0.0567,0.01,4.6723,0.0903,0.055,0.6425,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.035,0.3806,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.025,1.2689,0.0357,0.155,-0.7696,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75240.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.065,-0.2566,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.035,0.3806,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.025,1.2689,0.0357,0.155,-0.7696,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75249.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75276.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.02,2.7815,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.045,0.3072,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75285.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.02,2.7815,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.045,0.3072,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75294.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.02,2.7815,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.035,0.1405,0.0567,0.035,0.6206,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.045,0.3072,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75303.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0735,0.02,2.6765,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0609,0.045,0.3539,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75312.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.035,0.3806,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.045,0.3072,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75321.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.035,0.3806,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.045,0.3072,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75330.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0735,0.02,2.6765,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0609,0.045,0.3539,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75339.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.035,0.3806,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.045,0.3072,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75350.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.035,0.3806,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.045,0.3072,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75357.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0735,0.02,2.6765,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0609,0.045,0.3539,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75366.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0735,0.02,2.6765,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0609,0.045,0.3539,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75375.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0735,0.02,2.6765,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0609,0.045,0.3539,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75384.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.035,0.3806,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.045,0.3072,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75393.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.035,0.3806,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.045,0.3072,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75411.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0735,0.02,2.6765,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0609,0.045,0.3539,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75420.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0735,0.02,2.6765,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0609,0.045,0.3539,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75429.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0735,0.02,2.6765,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0609,0.045,0.3539,0.0294,0.0,0,0.0294,0.01,1.9412
AKU75438.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.035,0.3806,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.045,0.3072,0.0294,0.0,0,0.0294,0.01,1.9412
