Naziv_proteina,molska_frakcija_A_uredjen,molska_frakcija_A_neuredjen,frakcijska_razlika_A,molska_frakcija_C_uredjen,molska_frakcija_C_neuredjen,frakcijska_razlika_C,molska_frakcija_D_uredjen,molska_frakcija_D_neuredjen,frakcijska_razlika_D,molska_frakcija_E_uredjen,molska_frakcija_E_neuredjen,frakcijska_razlika_E,molska_frakcija_F_uredjen,molska_frakcija_F_neuredjen,frakcijska_razlika_F,molska_frakcija_G_uredjen,molska_frakcija_G_neuredjen,frakcijska_razlika_G,molska_frakcija_H_uredjen,molska_frakcija_H_neuredjen,frakcijska_razlika_H,molska_frakcija_I_uredjen,molska_frakcija_I_neuredjen,frakcijska_razlika_I,molska_frakcija_K_uredjen,molska_frakcija_K_neuredjen,frakcijska_razlika_K,molska_frakcija_L_uredjen,molska_frakcija_L_neuredjen,frakcijska_razlika_L,molska_frakcija_M_uredjen,molska_frakcija_M_neuredjen,frakcijska_razlika_M,molska_frakcija_N_uredjen,molska_frakcija_N_neuredjen,frakcijska_razlika_N,molska_frakcija_P_uredjen,molska_frakcija_P_neuredjen,frakcijska_razlika_P,molska_frakcija_Q_uredjen,molska_frakcija_Q_neuredjen,frakcijska_razlika_Q,molska_frakcija_R_uredjen,molska_frakcija_R_neuredjen,frakcijska_razlika_R,molska_frakcija_S_uredjen,molska_frakcija_S_neuredjen,frakcijska_razlika_S,molska_frakcija_T_uredjen,molska_frakcija_T_neuredjen,frakcijska_razlika_T,molska_frakcija_V_uredjen,molska_frakcija_V_neuredjen,frakcijska_razlika_V,molska_frakcija_W_uredjen,molska_frakcija_W_neuredjen,frakcijska_razlika_W,molska_frakcija_Y_uredjen,molska_frakcija_Y_neuredjen,frakcijska_razlika_Y
AIG96553.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AIG96562.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AIG96571.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AIG96580.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AIG96589.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AIG96598.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AIG96607.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AIG96616.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AIG96625.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AIG96634.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AIR94008.1 ___virion spike glycoprotein precursor,0.0459,0.0251,0.8235,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.037,0.0163,1.2727,0.0414,0.003,13.0,0.0636,0.0148,3.3,0.0118,0.0148,-0.2,0.0562,0.0059,8.5,0.034,0.0104,2.2857,0.0666,0.0089,6.5,0.0015,0.0044,-0.6667,0.034,0.0207,0.6429,0.0311,0.0207,0.5,0.0281,0.0118,1.375,0.0414,0.0074,4.6,0.0281,0.0429,-0.3448,0.0636,0.0444,0.4333,0.0399,0.0118,2.375,0.0207,0.0,0,0.0207,0.0015,13.0
AIW65950.1 ___virion spike glycoprotein precursor,0.0459,0.0281,0.6316,0.0192,0.0,0.0,0.0355,0.0163,1.1818,0.0355,0.0148,1.4,0.0414,0.0015,27.0,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0059,8.0,0.0355,0.0118,2.0,0.0666,0.0104,5.4286,0.0015,0.0044,-0.6667,0.0325,0.0222,0.4667,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0385,0.0074,4.2,0.0296,0.0414,-0.2857,0.0621,0.0429,0.4483,0.0429,0.0118,2.625,0.0207,0.0,0,0.0207,0.003,6.0
AIY27576.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AIY29182.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0192,0.7692,0.0399,0.0044,8.0,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0059,8.0,0.0325,0.0133,1.4444,0.0636,0.0133,3.7778,0.0015,0.0044,-0.6667,0.0325,0.0222,0.4667,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0385,0.0089,3.3333,0.0251,0.0459,-0.4516,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AIZ50391.1 ___virion spike glycoprotein precursor,0.0444,0.0296,0.5,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0429,-0.4138,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AIZ50400.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AIZ50409.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AIZ50418.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AIZ50427.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AJF38895.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AJY53714.1 ___virion spike glycoprotein precursor,0.0279,0.0206,0.3571,0.0176,0.0015,11.0,0.0279,0.0206,0.3571,0.0235,0.0308,-0.2381,0.0264,0.0029,8.0,0.0485,0.0191,1.5385,0.0132,0.0088,0.5,0.0485,0.0073,5.6,0.025,0.022,0.1333,0.0661,0.0176,2.75,0.0103,0.0059,0.75,0.025,0.047,-0.4688,0.0191,0.0499,-0.6176,0.0176,0.0264,-0.3333,0.0308,0.0029,9.5,0.0323,0.0617,-0.4762,0.0455,0.0866,-0.4746,0.025,0.0029,7.5,0.0162,0.0,0,0.0147,0.0044,2.3333
AKA43780.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AKT08840.1 ___virion spike glycoprotein precursor,0.0459,0.0281,0.6316,0.0192,0.0,0.0,0.0355,0.0163,1.1818,0.0355,0.0163,1.1818,0.0414,0.0015,27.0,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0059,8.0,0.0355,0.0104,2.4286,0.0666,0.0104,5.4286,0.0015,0.0044,-0.6667,0.0325,0.0222,0.4667,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0385,0.0059,5.5,0.0296,0.0429,-0.3103,0.0621,0.0429,0.4483,0.0429,0.0118,2.625,0.0207,0.0,0,0.0207,0.003,6.0
AKU75159.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0074,4.4,0.0251,0.0459,-0.4516,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AKU75168.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0192,0.7692,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0104,2.2857,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0074,4.4,0.0251,0.0459,-0.4516,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AKU75177.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0074,4.4,0.0251,0.0459,-0.4516,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AKU75186.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0074,4.4,0.0251,0.0459,-0.4516,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AKU75195.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0074,4.4,0.0251,0.0459,-0.4516,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AKU75204.1 ___virion spike glycoprotein precursor,0.0459,0.0281,0.6316,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0089,5.0,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0414,0.5,0.0399,0.0118,2.375,0.0207,0.0,0,0.0207,0.003,6.0
AKU75213.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0074,4.4,0.0251,0.0459,-0.4516,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AKU75222.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AKU75231.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0148,1.4,0.034,0.0192,0.7692,0.0399,0.003,12.5,0.0636,0.0163,2.9091,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0104,2.2857,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0074,4.4,0.0251,0.0459,-0.4516,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AKU75240.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0192,0.7692,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0104,2.2857,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0074,4.4,0.0251,0.0459,-0.4516,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AKU75249.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
AKU75276.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0059,8.0,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0133,2.1111,0.0207,0.0,0,0.0207,0.003,6.0
AKU75285.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0059,8.0,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0133,2.1111,0.0207,0.0,0,0.0207,0.003,6.0
AKU75294.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0059,8.0,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0104,1.7143,0.0399,0.0104,2.8571,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0133,2.1111,0.0207,0.0,0,0.0207,0.003,6.0
AKU75303.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0518,0.0059,7.75,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0429,0.0133,2.2222,0.0207,0.0,0,0.0207,0.003,6.0
AKU75312.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0104,2.2857,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0133,2.1111,0.0207,0.0,0,0.0207,0.003,6.0
AKU75321.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0104,2.2857,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0133,2.1111,0.0207,0.0,0,0.0207,0.003,6.0
AKU75330.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0518,0.0059,7.75,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0429,0.0133,2.2222,0.0207,0.0,0,0.0207,0.003,6.0
AKU75339.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0104,2.2857,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0133,2.1111,0.0207,0.0,0,0.0207,0.003,6.0
